curb_weight_kg,engine_displacement_cc,horsepower_hp,aerodynamic_cd,frontal_area_m2,rolling_crr,cylinders,gear_count,uninformative_noise,fuel_consumption_l_100km
1441.7,1447.0,113.6,0.33,2.21,0.0094,4,6,46.03,14.77
1692.7,1616.0,101.8,0.307,2.19,0.0086,4,6,38.39,14.68
1475.1,1776.0,141.2,0.375,2.56,0.0095,4,5,40.96,16.5
1483.1,1722.0,139.8,0.356,2.38,0.0087,4,7,50.03,15.86
1370.0,1920.0,140.0,0.306,2.31,0.0096,4,5,34.11,15.23
1437.5,1485.0,114.1,0.308,2.22,0.0071,4,8,42.5,13.47
1517.7,1845.0,159.8,0.33,2.35,0.0086,4,7,42.26,16.11
1073.8,1551.0,112.8,0.344,2.28,0.0107,4,6,81.87,14.24
1153.4,1931.0,136.1,0.277,2.2,0.0082,4,7,8.39,12.74
1613.5,1884.0,158.0,0.274,2.15,0.0084,4,6,47.31,15.37
1487.6,1295.0,118.0,0.298,2.19,0.0086,4,7,75.89,13.98
1409.5,2063.0,156.8,0.322,1.85,0.0078,4,6,51.83,14.55
1454.1,1446.0,120.0,0.32,2.23,0.0068,4,7,61.3,14.32
1526.5,1957.0,162.2,0.331,2.13,0.0088,4,6,51.5,15.9
1331.3,1790.0,128.6,0.286,2.44,0.0091,4,8,39.99,13.66
1278.8,2349.0,173.6,0.264,2.2,0.0089,4,6,16.37,14.87
1493.1,1565.0,131.3,0.327,2.02,0.0089,4,6,53.08,14.69
1234.8,1517.0,132.2,0.293,2.19,0.009,4,7,38.37,12.83
1539.8,1643.0,130.5,0.27,2.04,0.01,4,7,37.99,13.52
1075.4,1535.0,107.8,0.313,2.27,0.0088,4,6,42.52,13.17
1676.4,1954.0,168.4,0.326,2.24,0.0084,4,5,76.17,16.5
1554.0,1036.0,73.4,0.308,2.34,0.0087,3,6,86.07,13.61
1506.3,1250.0,91.6,0.301,2.08,0.0096,3,8,53.26,12.72
1666.2,1244.0,98.0,0.307,2.21,0.0104,3,7,43.03,14.2
1816.4,2011.0,168.4,0.303,2.0,0.0084,4,7,32.34,15.89
1673.2,2300.0,183.3,0.283,2.31,0.0091,4,5,57.03,16.5
1045.0,1610.0,126.5,0.296,2.28,0.0093,4,6,76.74,12.81
1168.5,1586.0,125.2,0.32,2.27,0.008,4,6,46.29,14.03
1312.5,1677.0,127.9,0.316,2.2,0.009,4,7,14.32,13.82
1455.7,2092.0,164.5,0.313,2.26,0.0075,4,5,60.05,16.43
1563.9,1298.0,73.3,0.29,2.44,0.0072,4,7,64.78,13.34
1290.3,1741.0,129.3,0.306,2.16,0.0094,4,6,26.21,14.12
1491.1,2021.0,156.0,0.266,2.22,0.0086,4,5,52.65,15.09
1283.8,1840.0,128.4,0.314,2.04,0.0092,4,6,56.77,13.75
1315.5,1722.0,134.7,0.339,2.07,0.009,4,6,48.9,14.03
1140.5,2030.0,152.3,0.281,2.21,0.008,4,6,38.14,13.59
1246.9,998.0,93.4,0.298,2.37,0.009,3,5,65.24,12.66
1152.6,1908.0,160.7,0.317,2.16,0.0078,4,5,43.95,14.59
1235.3,1401.0,101.9,0.335,2.16,0.0104,4,7,27.72,13.56
1681.8,998.0,74.3,0.301,2.14,0.0076,3,5,19.26,13.26
1241.1,1844.0,139.4,0.296,2.12,0.0088,4,6,68.91,13.64
2029.1,2172.0,160.6,0.271,2.24,0.008,4,6,59.25,16.5
1558.5,1598.0,123.4,0.312,1.98,0.0096,4,6,51.32,14.45
1490.7,2012.0,145.3,0.351,2.39,0.0087,4,7,43.4,16.5
1261.2,2263.0,160.7,0.316,2.1,0.0085,4,6,42.07,15.5
1604.1,2150.0,169.6,0.31,2.31,0.0099,4,7,33.86,16.5
1323.4,2273.0,179.1,0.316,2.01,0.009,4,6,43.53,15.65
1476.8,1932.0,138.8,0.31,2.3,0.0095,4,5,18.2,16.32
2013.2,1679.0,136.5,0.294,2.3,0.008,4,5,38.96,16.5
1428.9,1041.0,72.8,0.326,2.26,0.0076,3,6,45.34,13.19
1702.8,1556.0,120.8,0.315,2.05,0.0091,4,6,59.15,14.83
1295.3,1330.0,109.3,0.31,2.24,0.0087,4,7,49.4,12.67
1442.3,2475.0,187.8,0.29,2.02,0.0096,6,6,61.92,15.88
1839.6,1583.0,124.9,0.336,2.16,0.0089,4,6,70.24,16.13
1312.1,1697.0,123.8,0.323,2.35,0.0092,4,5,65.87,15.09
1848.7,1860.0,139.4,0.299,2.32,0.0074,4,6,57.06,16.5
1605.7,1667.0,124.6,0.33,2.2,0.0109,4,6,50.18,15.72
1326.3,2294.0,166.9,0.3,2.05,0.0088,4,6,35.29,15.5
1589.1,1413.0,105.7,0.294,2.3,0.0097,4,6,61.1,14.29
1664.0,1724.0,115.5,0.295,2.2,0.0082,4,5,75.2,15.14
1586.8,1368.0,99.0,0.275,1.85,0.0093,4,7,55.13,12.2
1104.6,1148.0,84.4,0.319,2.32,0.0077,3,7,78.76,11.79
1290.0,1418.0,105.2,0.273,2.2,0.0095,4,6,27.12,12.84
1395.5,1636.0,121.9,0.285,2.38,0.0086,4,6,32.69,14.22
1433.6,1487.0,112.4,0.268,2.04,0.009,4,8,62.83,12.6
1586.5,1387.0,110.2,0.308,1.85,0.0097,4,6,53.96,13.58
1489.1,1116.0,93.5,0.307,2.24,0.0078,3,6,69.71,13.15
1156.2,1618.0,116.5,0.303,2.24,0.0083,4,5,49.77,14.08
1533.6,1078.0,69.9,0.289,1.95,0.0095,3,6,36.98,12.19
1584.3,1939.0,136.9,0.287,2.05,0.0111,4,5,46.8,15.73
1573.2,1681.0,122.9,0.319,2.61,0.0089,4,8,27.01,15.57
1687.8,1096.0,79.8,0.299,2.15,0.0096,3,7,33.07,13.49
1633.5,1533.0,108.8,0.316,2.31,0.0089,4,7,64.59,15.11
1551.0,1364.0,90.7,0.292,2.1,0.0109,4,7,63.09,13.42
1434.6,1771.0,130.1,0.314,1.89,0.0073,4,6,55.45,13.22
1084.6,2159.0,165.9,0.336,2.17,0.0091,4,6,24.18,15.08
1544.5,998.0,81.8,0.322,2.16,0.0074,3,7,44.62,13.12
1495.7,1694.0,123.1,0.302,2.14,0.0065,4,8,31.63,13.73
1509.7,1589.0,116.6,0.315,2.18,0.0093,4,6,67.65,14.73
1169.1,1905.0,135.5,0.305,2.24,0.0091,4,8,41.24,13.18
1212.2,1731.0,131.2,0.31,2.18,0.0087,4,6,33.71,13.66
1681.7,1364.0,95.2,0.303,2.01,0.0089,4,6,50.45,13.98
1441.3,1529.0,121.9,0.307,2.27,0.0121,4,6,40.4,14.85
1599.9,1348.0,84.6,0.314,1.91,0.0087,4,6,72.26,13.63
1456.2,2059.0,152.9,0.29,1.89,0.0095,4,5,38.98,14.84
1456.5,1658.0,129.0,0.29,2.31,0.0084,4,6,29.01,14.54
1656.4,2372.0,182.1,0.282,2.28,0.0093,4,6,17.71,16.5
1336.5,1627.0,150.6,0.278,2.19,0.0088,4,6,49.54,13.53
1471.1,1381.0,108.4,0.286,1.99,0.0086,4,6,41.57,12.39
1348.3,1075.0,71.6,0.313,2.09,0.0108,3,8,28.57,12.06
1354.4,998.0,74.9,0.292,2.16,0.0102,3,6,67.84,12.2
1382.0,1048.0,65.0,0.32,1.96,0.0091,3,6,60.01,11.91
1498.9,1752.0,132.3,0.311,2.09,0.0067,4,5,49.58,14.31
1344.7,1843.0,131.8,0.271,2.3,0.0086,4,5,70.46,14.5
1726.3,1049.0,88.9,0.323,2.41,0.0117,3,7,59.94,14.77
1253.2,1990.0,145.8,0.326,2.14,0.0088,4,6,37.66,14.95
1408.9,1466.0,110.3,0.29,2.31,0.0101,4,7,34.41,14.12
1353.3,1706.0,123.3,0.318,1.91,0.0104,4,5,62.27,13.6
1768.3,2263.0,189.3,0.293,2.3,0.0092,4,6,55.95,16.5
1493.2,1991.0,148.1,0.312,2.08,0.0082,4,6,52.55,15.15
1677.0,1548.0,136.0,0.285,2.25,0.0066,4,6,37.3,15.0
1123.2,1311.0,107.8,0.274,2.16,0.0097,4,5,59.12,11.8
1508.8,998.0,80.7,0.302,2.4,0.0082,3,5,38.67,14.06
1645.7,1377.0,108.3,0.308,2.07,0.0092,4,6,48.47,14.21
1468.1,1570.0,123.2,0.302,2.29,0.0078,4,5,71.7,14.63
1684.4,1275.0,77.6,0.286,2.16,0.0087,4,8,40.09,12.95
1336.2,1600.0,118.8,0.302,2.18,0.009,4,6,26.41,13.67
1760.1,1679.0,136.1,0.315,2.17,0.0093,4,5,34.21,16.41
1955.8,1565.0,118.4,0.309,2.07,0.0079,4,5,64.91,15.62
1370.2,1403.0,92.6,0.314,2.2,0.0102,4,6,53.82,13.71
1352.0,1714.0,129.7,0.297,2.19,0.0084,4,5,48.07,14.21
1769.7,1818.0,155.2,0.333,2.24,0.0073,4,7,42.36,16.17
1797.5,1236.0,106.4,0.286,2.21,0.0089,3,8,57.28,14.46
1335.0,2186.0,165.5,0.32,2.32,0.009,4,6,37.26,16.18
1357.6,1613.0,132.1,0.334,2.34,0.0092,4,6,54.58,15.21
1388.0,1657.0,122.3,0.32,2.04,0.0104,4,5,39.03,14.79
1154.2,1919.0,128.8,0.306,2.33,0.0088,4,6,36.54,13.9
1247.9,1739.0,122.9,0.299,2.02,0.0089,4,6,40.44,13.76
1229.1,2012.0,168.6,0.331,2.29,0.0079,4,6,44.37,14.79
1281.1,1759.0,131.0,0.282,2.29,0.0098,4,6,49.27,13.82
1442.4,1417.0,105.3,0.291,1.91,0.0092,4,7,53.53,12.45
1501.5,1787.0,132.8,0.302,2.21,0.0086,4,6,-5.33,15.05
1791.1,1215.0,111.4,0.335,2.13,0.0071,3,5,37.89,15.15
1230.4,1691.0,144.8,0.318,2.09,0.0104,4,7,44.13,13.77
1666.6,1637.0,146.6,0.291,2.4,0.0078,4,6,72.58,15.52
1402.9,1571.0,117.8,0.304,2.1,0.0084,4,7,33.8,13.19
1439.1,1601.0,124.6,0.298,2.08,0.0094,4,5,52.44,13.84
1598.5,998.0,65.0,0.296,2.21,0.0078,3,7,72.43,12.69
1203.0,1441.0,124.3,0.33,2.3,0.0075,4,7,30.31,13.63
1534.1,1685.0,116.4,0.283,2.18,0.0069,4,5,55.91,14.67
1486.6,1711.0,132.2,0.342,2.37,0.0097,4,7,37.97,15.54
1558.3,1259.0,84.7,0.327,2.28,0.0085,4,6,42.43,14.35
1513.6,2131.0,156.1,0.332,1.87,0.0119,4,8,37.95,15.22
1990.2,1321.0,92.0,0.301,2.12,0.008,4,5,39.02,15.54
1309.7,2018.0,147.3,0.307,2.12,0.0081,4,6,90.83,14.86
1333.2,1812.0,132.3,0.281,2.27,0.0084,4,6,62.67,14.14
1312.9,1404.0,101.3,0.3,1.85,0.0092,4,8,66.53,11.67
1327.8,2325.0,185.0,0.32,2.58,0.0085,4,6,57.38,16.5
1309.8,1196.0,79.9,0.336,2.28,0.0096,3,8,25.91,13.05
1711.6,1999.0,154.2,0.288,2.22,0.008,4,8,55.92,15.24
1762.5,2030.0,166.5,0.303,2.38,0.0076,4,6,66.09,16.5
1324.4,1395.0,100.9,0.307,2.55,0.0072,4,7,37.2,13.61
1266.9,2179.0,158.4,0.282,2.33,0.0068,4,8,64.48,14.6
1553.7,1555.0,115.9,0.322,2.34,0.0085,4,6,60.57,15.43
1328.5,1760.0,145.5,0.296,2.22,0.0087,4,6,77.78,14.03
1589.2,1749.0,134.9,0.306,2.18,0.0084,4,6,43.73,14.83
1494.6,1599.0,116.2,0.301,2.13,0.0102,4,6,33.54,14.62
1116.5,1958.0,153.7,0.294,2.08,0.0102,4,5,44.58,13.83
1790.5,1952.0,137.3,0.31,2.1,0.0087,4,6,71.53,16.24
1845.1,998.0,82.7,0.306,2.0,0.0072,3,6,22.57,13.28
1315.2,2146.0,167.2,0.303,2.19,0.0084,4,6,18.97,15.64
1364.7,1018.0,74.3,0.295,1.95,0.0084,3,5,51.34,11.63
1512.9,2042.0,146.8,0.316,2.23,0.0083,4,7,43.36,15.84
1523.6,2078.0,149.1,0.343,2.19,0.0083,4,7,50.12,16.12
1594.9,1235.0,99.2,0.313,2.22,0.0083,3,5,64.18,14.36
1892.2,1494.0,125.8,0.33,2.12,0.0086,4,7,41.71,15.14
1411.1,1230.0,87.1,0.282,2.66,0.0084,3,7,21.9,12.85
1274.4,1568.0,123.8,0.313,2.4,0.0092,4,8,80.67,13.75
1146.5,1533.0,95.6,0.288,2.01,0.0094,4,5,35.04,12.46
1289.2,1946.0,142.1,0.28,2.23,0.0081,4,6,34.11,13.87
1442.7,2148.0,162.9,0.295,2.11,0.0103,4,8,66.56,14.7
1844.8,2180.0,156.6,0.334,2.05,0.008,4,8,44.23,16.5
1336.1,1436.0,99.8,0.329,2.0,0.0074,4,7,49.05,12.92
1499.2,1570.0,112.7,0.315,2.26,0.0094,4,7,57.24,14.41
1446.4,1010.0,79.7,0.279,2.1,0.0082,3,5,66.25,12.42
1711.4,1344.0,100.3,0.306,2.35,0.0093,4,6,45.0,14.64
2005.9,2017.0,130.9,0.316,2.35,0.0066,4,6,72.8,16.5
1333.2,2264.0,150.9,0.314,2.41,0.0104,4,5,17.96,16.5
1342.3,1181.0,83.7,0.273,2.07,0.0097,3,7,61.4,11.69
1679.7,1425.0,112.9,0.292,2.27,0.0075,4,5,37.41,14.77
1600.0,1640.0,97.2,0.309,2.29,0.0075,4,6,70.58,15.33
1856.3,1756.0,128.5,0.321,2.13,0.0107,4,8,52.13,15.49
1578.5,1342.0,96.8,0.266,2.08,0.0083,4,5,39.91,13.44
1371.0,1811.0,151.5,0.307,2.44,0.0082,4,8,59.94,15.17
1579.9,1470.0,107.9,0.313,2.23,0.0067,4,8,63.4,13.69
1693.9,1645.0,128.8,0.327,2.3,0.0086,4,6,59.63,16.16
1630.5,1858.0,142.6,0.324,2.08,0.0088,4,5,34.55,15.68
1561.6,1652.0,104.3,0.322,2.02,0.0097,4,6,42.74,14.33
1684.7,1484.0,120.5,0.294,2.11,0.0076,4,6,49.94,14.44
1707.2,1608.0,124.4,0.272,2.18,0.0075,4,6,49.38,14.64
1754.1,1616.0,127.9,0.302,2.04,0.0095,4,6,61.25,15.37
1592.7,1509.0,154.0,0.33,2.2,0.01,4,8,19.78,15.44
1413.2,1552.0,97.1,0.338,1.95,0.0074,4,5,55.01,13.77
1482.3,2257.0,188.8,0.324,2.03,0.0101,4,7,45.65,16.47
1715.4,1863.0,138.7,0.319,2.3,0.009,4,5,37.42,16.5
1270.3,1538.0,119.7,0.318,2.29,0.0101,4,6,38.86,14.37
1531.1,1915.0,145.1,0.299,2.14,0.0089,4,8,46.78,14.68
1363.5,1523.0,111.5,0.307,2.05,0.0065,4,6,-4.02,13.22
1456.3,2096.0,153.6,0.343,2.05,0.0088,4,5,39.48,16.24
1731.3,1790.0,139.4,0.291,2.14,0.0101,4,7,36.86,14.92
1492.0,1609.0,107.1,0.342,2.3,0.0081,4,7,57.99,14.58
1460.2,1820.0,145.8,0.304,2.34,0.0086,4,7,37.92,15.06
1150.8,1053.0,75.9,0.337,2.13,0.0088,3,6,46.77,11.66
1614.2,1222.0,81.6,0.282,2.03,0.0061,3,6,73.13,12.77
1592.0,1196.0,86.4,0.322,2.24,0.0107,3,8,64.92,13.93
1925.9,1704.0,142.1,0.295,2.08,0.0081,4,8,63.53,15.35
1382.3,2308.0,170.1,0.282,2.12,0.0095,4,6,42.5,15.12
1498.2,2498.0,193.4,0.314,2.4,0.0089,6,7,58.15,16.5
1504.9,1892.0,136.5,0.33,2.32,0.0103,4,6,46.49,16.5
1797.0,1840.0,147.4,0.293,2.22,0.0094,4,6,47.06,16.2
1429.0,998.0,82.7,0.28,2.01,0.0088,3,5,56.15,12.18
1511.4,1444.0,128.2,0.308,2.23,0.0081,4,6,41.05,14.41
1583.7,1351.0,100.9,0.308,2.36,0.0098,4,6,72.4,14.78
1491.1,1414.0,114.2,0.321,2.14,0.0071,4,5,47.6,14.2
1351.8,1586.0,121.5,0.329,2.4,0.0096,4,6,59.28,15.0
1492.7,1471.0,124.7,0.309,2.39,0.0079,4,7,71.83,14.64
1686.2,998.0,68.7,0.347,2.45,0.0103,3,7,65.47,15.35
1224.2,1934.0,154.4,0.314,2.25,0.0092,4,6,28.87,14.48
1479.3,1242.0,92.5,0.303,2.29,0.0096,3,8,56.67,13.1
1296.0,1741.0,131.7,0.278,2.41,0.0091,4,5,62.76,14.14
1712.9,2438.0,186.2,0.305,2.27,0.0072,6,6,63.38,16.5
1114.9,1301.0,101.4,0.303,2.12,0.0081,4,7,33.3,11.61
1327.0,998.0,74.7,0.329,2.13,0.0097,3,6,40.14,12.21
1533.0,1541.0,119.3,0.319,2.24,0.0092,4,6,64.92,15.0
1794.4,2068.0,173.0,0.286,2.01,0.0102,4,5,38.57,16.5
1435.5,2394.0,191.8,0.313,2.18,0.0094,4,7,45.5,16.5
1327.9,1183.0,98.6,0.323,2.36,0.008,3,6,73.64,13.57
1863.9,1839.0,135.2,0.341,1.87,0.0082,4,7,49.28,15.81
1131.4,1473.0,103.1,0.328,2.43,0.0091,4,6,39.1,14.15
966.3,1610.0,131.9,0.325,2.37,0.0067,4,7,36.84,12.8
1546.8,2655.0,210.5,0.311,2.13,0.0107,6,7,54.99,16.5
1339.5,1079.0,96.7,0.318,2.28,0.0094,3,7,30.0,12.8
1225.3,1746.0,126.7,0.335,2.2,0.0102,4,6,46.29,14.25
1605.8,1828.0,136.6,0.283,2.38,0.0074,4,6,55.0,15.22
1503.6,2063.0,140.4,0.303,2.35,0.0102,4,7,69.49,16.04
1325.9,1687.0,124.3,0.295,1.99,0.0112,4,6,60.01,13.79
1168.3,1767.0,144.3,0.318,2.29,0.0077,4,6,39.29,14.36
1641.9,1501.0,109.4,0.335,2.17,0.0098,4,5,67.68,15.52
1593.0,1752.0,139.6,0.298,2.21,0.009,4,8,45.51,14.78
1428.2,1520.0,113.6,0.262,2.09,0.0075,4,5,31.46,12.89
1856.3,1886.0,146.6,0.302,2.46,0.0095,4,6,47.42,16.5
1214.6,1510.0,103.2,0.328,2.36,0.0098,4,6,71.57,14.1
1114.4,1793.0,137.1,0.321,2.09,0.0084,4,6,52.48,13.67
1297.8,1639.0,94.6,0.319,2.0,0.0102,4,7,50.19,13.19
1440.0,2078.0,156.1,0.304,2.14,0.0073,4,5,74.56,15.45
1503.5,1630.0,107.6,0.284,2.27,0.0075,4,6,28.53,13.9
1396.9,998.0,87.9,0.32,2.24,0.0091,3,7,30.72,13.54
1527.5,2130.0,169.6,0.293,2.39,0.009,4,7,25.76,16.31
1174.7,1306.0,103.9,0.354,2.32,0.0083,4,5,55.59,14.13
1767.6,1402.0,121.7,0.321,2.35,0.0098,4,7,52.5,15.51
1431.9,1424.0,98.7,0.298,2.25,0.0095,4,7,73.14,13.33
1695.8,2172.0,182.6,0.298,1.99,0.0099,4,7,53.65,16.09
1525.4,998.0,85.2,0.308,2.17,0.0089,3,6,43.94,13.1
1550.5,2842.0,213.7,0.305,2.36,0.0096,6,6,50.03,16.5
1575.3,2051.0,167.3,0.332,2.19,0.0086,4,8,51.77,15.58
1548.5,1735.0,120.8,0.314,2.28,0.0111,4,7,24.92,15.05
1591.4,1629.0,115.6,0.295,2.15,0.0082,4,6,90.65,14.46
1742.4,1759.0,127.6,0.348,2.05,0.0111,4,6,57.8,16.22
1493.2,1848.0,135.2,0.311,2.18,0.009,4,6,53.15,15.51
1606.0,1895.0,133.5,0.325,2.25,0.0076,4,6,59.23,15.49
1430.3,1861.0,153.7,0.298,2.1,0.0104,4,6,60.64,14.71
1766.8,1684.0,125.4,0.317,2.16,0.0091,4,6,47.89,16.15
1301.2,1575.0,123.2,0.316,2.06,0.0099,4,7,40.53,13.46
1846.2,1593.0,115.3,0.272,2.37,0.0102,4,5,58.99,16.05
1441.2,1576.0,101.6,0.35,2.16,0.0093,4,7,55.79,14.97
1135.2,2081.0,160.8,0.336,2.42,0.0084,4,5,37.85,15.74
1478.2,1876.0,123.4,0.302,2.43,0.01,4,6,71.29,15.54
1300.2,998.0,75.2,0.288,2.19,0.009,3,5,54.4,12.03
1634.9,1899.0,130.7,0.317,2.05,0.0097,4,6,60.95,15.03
1306.4,1724.0,150.9,0.312,1.89,0.0068,4,7,70.88,13.09
1351.8,1643.0,134.0,0.317,1.98,0.0094,4,7,50.33,13.84
1034.3,1502.0,115.2,0.314,1.99,0.0084,4,6,54.75,12.3
1350.5,2077.0,170.5,0.32,2.41,0.0107,4,6,62.15,16.5
920.0,2010.0,144.3,0.339,2.22,0.0096,4,6,39.13,14.11
1101.5,1356.0,108.5,0.321,2.26,0.0092,4,7,50.81,12.54
1617.3,1805.0,139.2,0.289,1.87,0.0095,4,7,51.88,14.5
1622.9,1281.0,100.0,0.337,2.02,0.008,4,6,35.66,13.93
1543.6,1126.0,98.3,0.343,2.33,0.0106,3,7,84.76,14.55
1237.3,1412.0,114.6,0.373,2.24,0.011,4,7,28.89,14.51
1439.5,1978.0,153.2,0.288,2.18,0.0094,4,5,30.53,15.66
1449.2,2012.0,136.4,0.315,2.28,0.0106,4,6,69.71,16.06
1195.2,1845.0,130.6,0.268,2.45,0.0084,4,8,60.7,12.9
1780.7,1926.0,145.1,0.321,2.17,0.0082,4,7,34.61,15.87
1643.0,1846.0,141.2,0.299,2.21,0.009,4,6,59.11,15.74
1401.4,1406.0,95.6,0.348,2.23,0.0094,4,6,72.02,14.39
1455.9,1814.0,162.0,0.295,2.56,0.0086,4,6,49.55,15.72
1495.8,1954.0,163.7,0.276,1.89,0.0095,4,6,88.98,14.71
1000.8,1937.0,153.2,0.301,2.3,0.0093,4,7,24.14,13.71
1395.6,2102.0,160.5,0.27,2.18,0.008,4,6,60.41,14.73
1300.0,1919.0,143.7,0.325,2.29,0.0095,4,7,67.5,15.2
1229.6,1784.0,126.0,0.269,2.1,0.0099,4,7,63.37,12.79
1388.2,2057.0,157.1,0.311,2.19,0.0092,4,5,46.93,16.12
1845.5,1640.0,127.2,0.268,2.31,0.0102,4,6,45.64,15.36
1591.0,1315.0,87.5,0.304,2.67,0.0078,4,6,56.66,15.04
1324.3,1588.0,124.0,0.343,2.32,0.0095,4,7,62.24,15.04
1576.0,1367.0,102.3,0.317,2.07,0.0078,4,6,59.04,13.51
