vehicle_id,fuel_type,transmission,vehicle_segment,owner_type,engine_size_cc,horsepower_hp,curb_weight_kg,mileage_kmpl,odometer_reading_km,maintenance_score,vehicle_price_lakhs
TAT-VEH-1481,Diesel,Automatic,SUV,First,2067.1,171.4,1975.7,26.28,34121.0,9.39,29.64
TAT-VEH-1482,Diesel,Automatic,Hatchback,First,1198.3,86.2,1375.2,14.17,35890.0,,14.3
TAT-VEH-1483,Diesel,Automatic,Hatchback,Second,961.4,66.2,1262.9,20.94,96010.0,6.39,8.97
TAT-VEH-1484,Diesel,Manual,Hatchback,First,1400.3,124.1,1614.8,22.27,29937.0,8.92,22.12
TAT-VEH-1485,CNG,Automatic,Luxury,First,2748.7,191.2,2183.4,26.28,16748.0,9.9,34.21
TAT-VEH-1486,Petrol,Automatic,Sedan,First,,106.4,1509.6,14.89,13818.0,8.65,16.95
TAT-VEH-1487,Petrol,Manual,Sedan,First,1185.4,75.8,1461.5,14.63,95306.0,7.46,13.37
TAT-VEH-1488,Electric,Automatic,SUV,Second,0.0,138.3,1072.3,23.11,10440.0,10.0,20.73
TAT-VEH-1489,CNG,Automatic,SUV,First,1703.1,132.9,1686.3,26.13,26970.0,9.67,23.01
TAT-VEH-1490,Diesel,Manual,Hatchback,Second,1412.3,114.8,1589.1,20.69,11326.0,10.0,19.26
TAT-VEH-1491,Diesel,Manual,SUV,First,1911.2,174.2,1824.0,21.91,68787.0,,26.0
TAT-VEH-1492,Petrol,Manual,SUV,First,2361.3,150.1,1901.3,12.44,30942.0,9.5,27.73
TAT-VEH-1493,Petrol,Manual,SUV,Third,1978.4,155.7,1844.4,14.82,21464.0,8.76,27.1
TAT-VEH-1494,Diesel,Manual,Hatchback,First,920.7,62.4,1138.6,16.37,22160.0,9.64,11.72
TAT-VEH-1495,Petrol,Manual,SUV,First,2221.0,159.5,1911.7,14.34,88040.0,7.68,25.0
TAT-VEH-1496,Diesel,Manual,Sedan,First,1380.0,96.1,1485.5,21.84,38312.0,8.88,18.16
TAT-VEH-1497,Petrol,Manual,Hatchback,First,1301.8,86.7,1408.9,15.82,58942.0,8.91,15.75
TAT-VEH-1498,Electric,Automatic,Sedan,First,0.0,,1128.1,28.52,104303.0,6.5,23.21
TAT-VEH-1499,Electric,Manual,Hatchback,First,0.0,161.1,1232.5,22.48,106407.0,6.65,22.88
TAT-VEH-1500,Diesel,Automatic,Hatchback,First,1200.8,90.3,1401.2,,19921.0,9.29,18.5
TAT-VEH-1501,Diesel,Manual,SUV,First,1612.2,137.1,1728.6,19.3,139070.0,5.21,20.15
TAT-VEH-1502,,Manual,Hatchback,First,1221.6,73.5,1348.3,13.59,3134.0,9.85,15.52
TAT-VEH-1503,CNG,Manual,Sedan,First,1937.2,129.3,1707.3,24.38,23283.0,8.1,24.11
TAT-VEH-1504,Diesel,Manual,Sedan,First,1596.6,93.6,1556.3,22.16,103764.0,7.46,15.33
TAT-VEH-1505,Petrol,Manual,Hatchback,Second,1188.4,80.7,1356.9,15.84,16449.0,9.36,17.4
TAT-VEH-1506,CNG,Automatic,Luxury,Third,3423.1,258.7,2535.9,22.91,16352.0,9.02,44.42
TAT-VEH-1507,CNG,Manual,Hatchback,First,1228.6,93.4,1487.0,22.65,18219.0,8.78,16.39
TAT-VEH-1508,Electric,Automatic,Hatchback,Second,0.0,143.7,1078.1,20.87,44640.0,8.38,19.22
TAT-VEH-1509,Diesel,Automatic,Hatchback,First,1228.4,75.2,1275.9,19.21,27958.0,9.41,13.23
TAT-VEH-1510,Diesel,Manual,Hatchback,First,1033.3,87.1,1395.8,22.34,60379.0,8.4,16.48
TAT-VEH-1511,Petrol,Manual,Hatchback,First,1232.1,95.3,1394.3,,103382.0,6.42,11.91
TAT-VEH-1512,Electric,Automatic,SUV,First,0.0,158.3,1115.4,21.2,52466.0,7.79,23.07
TAT-VEH-1513,CNG,Manual,Luxury,First,3407.2,232.8,2436.3,24.79,12293.0,9.84,40.17
TAT-VEH-1514,Petrol,Manual,Hatchback,First,1071.6,84.1,1422.4,10.0,123425.0,5.84,14.01
TAT-VEH-1515,Petrol,Automatic,SUV,First,2354.1,162.3,1915.2,13.0,15824.0,9.38,28.69
TAT-VEH-1516,Petrol,Manual,SUV,Third,1975.1,143.4,1802.7,13.46,9308.0,9.61,23.83
TAT-VEH-1517,CNG,Automatic,SUV,First,1776.1,,1766.3,22.91,6242.0,9.81,23.89
TAT-VEH-1518,Electric,Automatic,Sedan,First,0.0,142.3,1126.8,22.48,39292.0,9.19,19.37
TAT-VEH-1519,Petrol,Manual,Hatchback,Second,1346.6,90.8,1445.3,15.02,7435.0,8.83,17.02
TAT-VEH-1520,Diesel,Manual,Hatchback,First,1154.0,86.6,1285.3,,8723.0,8.4,16.2
TAT-VEH-1521,Petrol,Manual,SUV,First,2187.9,145.7,1839.5,16.78,18052.0,8.94,24.21
TAT-VEH-1522,Electric,Manual,SUV,Second,0.0,168.8,1181.4,26.31,16886.0,10.0,27.69
TAT-VEH-1523,CNG,Manual,Hatchback,Third,1153.2,84.0,1324.3,27.78,43713.0,9.76,12.97
TAT-VEH-1524,CNG,Automatic,Sedan,Second,1486.0,124.9,1592.5,20.65,78360.0,8.66,21.84
TAT-VEH-1525,Diesel,Manual,Luxury,Second,3190.4,233.0,2483.2,20.62,66474.0,7.78,39.49
TAT-VEH-1526,Petrol,Manual,SUV,Second,2070.7,149.0,1895.4,14.97,15701.0,8.28,28.08
TAT-VEH-1527,Petrol,Automatic,Luxury,Third,2194.8,155.4,1845.4,15.97,14665.0,7.98,26.25
TAT-VEH-1528,Petrol,Automatic,SUV,First,1717.7,139.3,1809.3,14.31,153888.0,5.03,20.12
TAT-VEH-1529,CNG,Automatic,Sedan,First,1683.9,117.8,1672.2,24.74,2372.0,9.61,20.49
TAT-VEH-1530,CNG,Manual,Sedan,First,1471.6,118.1,1560.2,24.8,97307.0,7.8,19.45
TAT-VEH-1531,Electric,Automatic,SUV,First,0.0,130.4,1130.5,20.55,12026.0,9.98,20.71
TAT-VEH-1532,Electric,Manual,Hatchback,Second,0.0,90.6,1094.8,19.76,134428.0,6.1,10.35
TAT-VEH-1533,,Manual,Sedan,First,1393.3,97.7,1410.0,17.74,20856.0,8.67,16.1
TAT-VEH-1534,Diesel,Manual,SUV,First,1658.4,,1594.7,19.66,28120.0,8.42,16.36
TAT-VEH-1535,Electric,Automatic,Hatchback,First,0.0,140.8,983.1,23.5,57260.0,,17.96
TAT-VEH-1536,CNG,Manual,SUV,Second,1728.1,115.3,1652.7,26.21,41867.0,9.02,22.09
TAT-VEH-1537,Petrol,Manual,Sedan,First,1093.6,93.1,1383.8,14.02,19219.0,9.49,16.72
TAT-VEH-1538,Diesel,Manual,Luxury,Second,2952.5,220.3,2332.2,19.79,38318.0,8.08,36.31
TAT-VEH-1539,Petrol,Manual,Hatchback,First,1107.2,80.9,1307.0,18.39,61038.0,8.45,14.78
TAT-VEH-1540,Electric,Automatic,Hatchback,First,0.0,156.4,1038.5,24.91,3947.0,9.94,26.51
TAT-VEH-1541,Diesel,Automatic,Sedan,First,1304.7,109.4,1498.8,18.84,2507.0,,22.51
TAT-VEH-1542,Petrol,Automatic,Hatchback,First,1186.8,,1460.2,14.84,29568.0,8.48,15.32
TAT-VEH-1543,Diesel,Manual,SUV,Second,2089.0,,1820.1,19.54,8362.0,9.97,23.54
TAT-VEH-1544,Diesel,Manual,SUV,Third,2521.3,,2074.0,15.78,51125.0,8.2,32.0
TAT-VEH-1545,Petrol,Manual,Hatchback,First,970.2,64.5,1172.4,14.92,12839.0,10.0,16.49
TAT-VEH-1546,Petrol,Manual,Sedan,First,1729.9,122.3,1684.1,17.73,27521.0,9.31,22.28
TAT-VEH-1547,Diesel,Manual,Sedan,First,1692.6,128.2,1643.2,20.8,11911.0,9.17,21.22
TAT-VEH-1548,Diesel,Automatic,Sedan,Second,1342.2,96.5,1422.9,18.24,37781.0,,18.63
TAT-VEH-1549,Diesel,Manual,Luxury,Second,3074.3,238.8,2385.0,19.61,7551.0,9.62,40.12
TAT-VEH-1550,Diesel,Manual,SUV,First,1883.6,,1724.3,16.69,3052.0,9.28,24.4
TAT-VEH-1551,CNG,Manual,SUV,First,,152.6,1866.2,25.91,4362.0,9.13,28.81
TAT-VEH-1552,Diesel,Manual,SUV,Second,2375.3,192.4,1996.7,18.78,140814.0,6.2,27.94
TAT-VEH-1553,Diesel,Manual,Sedan,First,1619.1,125.5,1610.6,18.23,8907.0,10.0,20.98
TAT-VEH-1554,CNG,Automatic,Luxury,First,3196.4,239.0,2464.2,23.78,57469.0,8.52,38.22
TAT-VEH-1555,Petrol,Automatic,SUV,First,1890.4,134.6,1693.2,15.31,5165.0,10.0,25.4
TAT-VEH-1556,Petrol,Automatic,SUV,First,1627.0,114.4,1695.3,14.16,7151.0,9.27,22.68
TAT-VEH-1557,Petrol,Manual,SUV,Second,1945.9,135.7,1727.6,17.47,33998.0,9.83,23.96
TAT-VEH-1558,Diesel,Manual,Hatchback,Third,1378.0,96.9,1441.1,17.89,30136.0,8.4,19.03
TAT-VEH-1559,Diesel,Manual,SUV,First,1616.2,130.3,1592.5,23.46,138253.0,5.24,17.53
TAT-VEH-1560,Diesel,Manual,Hatchback,First,,75.2,1391.5,23.1,132385.0,4.96,10.95
TAT-VEH-1561,Petrol,Automatic,Hatchback,First,1215.9,75.0,1390.7,12.83,70056.0,7.53,8.09
TAT-VEH-1562,Petrol,Manual,Hatchback,First,1049.3,99.9,1320.2,15.71,43470.0,8.26,16.18
TAT-VEH-1563,Petrol,Manual,Luxury,First,2676.0,204.5,2253.2,13.55,29310.0,9.28,35.78
TAT-VEH-1564,Petrol,Manual,SUV,First,1892.1,125.0,1734.8,14.52,21815.0,9.32,22.22
TAT-VEH-1565,Diesel,Manual,SUV,First,1656.6,118.9,1639.9,24.61,134260.0,5.25,16.4
TAT-VEH-1566,Petrol,Automatic,SUV,First,1754.5,132.9,1679.1,14.58,43562.0,8.32,21.04
TAT-VEH-1567,Petrol,Manual,Sedan,First,,143.4,1644.6,16.58,40938.0,8.41,25.3
TAT-VEH-1568,CNG,Manual,Luxury,First,2470.1,,2061.4,25.58,13873.0,8.34,31.21
TAT-VEH-1569,Petrol,Manual,Sedan,First,1178.4,100.1,1385.4,12.5,4152.0,9.09,20.01
TAT-VEH-1570,,Manual,Sedan,First,1372.0,119.7,1620.3,16.61,132674.0,,14.57
TAT-VEH-1571,Diesel,Automatic,Hatchback,Third,1306.8,90.5,1370.2,15.62,18942.0,10.0,16.71
TAT-VEH-1572,Petrol,Automatic,SUV,First,1948.8,142.8,1865.9,12.84,28300.0,9.11,24.91
TAT-VEH-1573,Diesel,Automatic,SUV,First,1881.9,128.7,1724.8,11.02,7479.0,9.98,384.5441919715436
TAT-VEH-1574,CNG,Automatic,Sedan,Second,1506.9,110.6,1568.9,25.59,83609.0,6.51,16.85
TAT-VEH-1575,Electric,Manual,Hatchback,Third,0.0,139.1,1139.4,27.14,3261.0,10.0,21.74
TAT-VEH-1576,Petrol,Automatic,SUV,First,1561.6,125.0,1577.5,15.94,82807.0,,20.85
TAT-VEH-1577,Electric,Manual,Hatchback,Second,0.0,167.3,1211.5,18.46,8802.0,8.35,22.91
TAT-VEH-1578,Diesel,Manual,SUV,First,2121.7,150.2,1732.7,17.2,99943.0,6.52,25.36
TAT-VEH-1579,Petrol,Automatic,Luxury,First,3146.4,212.4,2346.2,14.12,60882.0,8.36,35.51
TAT-VEH-1580,Diesel,Manual,Sedan,First,1416.1,106.0,1464.4,16.15,10097.0,9.9,19.57
TAT-VEH-1581,Electric,Automatic,Hatchback,Second,0.0,147.3,1055.6,24.15,39543.0,8.26,22.73
TAT-VEH-1582,Diesel,Manual,SUV,Second,2249.5,171.7,1955.8,21.27,18871.0,9.08,27.45
TAT-VEH-1583,Petrol,Automatic,SUV,First,1716.1,124.8,1681.9,12.03,10833.0,9.13,21.96
TAT-VEH-1584,Diesel,Automatic,Sedan,First,1723.6,130.8,1715.4,21.03,90213.0,7.29,20.48
TAT-VEH-1585,Petrol,Automatic,Luxury,First,3054.8,247.3,2449.5,20.08,25252.0,,42.96
TAT-VEH-1586,Petrol,Automatic,Hatchback,First,1146.5,90.6,1344.5,21.21,24878.0,8.63,16.53
TAT-VEH-1587,Petrol,Automatic,Sedan,First,1494.0,107.6,1560.4,24.1,10379.0,10.0,20.97
TAT-VEH-1588,Petrol,Manual,SUV,Second,1971.2,141.8,1800.6,12.79,23735.0,8.65,24.19
TAT-VEH-1589,Petrol,Manual,SUV,Second,2303.1,170.7,2029.6,23.97,94373.0,6.6,27.59
TAT-VEH-1590,Petrol,Manual,Hatchback,Second,1035.5,1005.3853364693762,1394.5,14.44,22303.0,9.65,20.27
TAT-VEH-1591,Diesel,Automatic,SUV,Second,1807.4,133.4,1717.6,17.34,138275.0,6.4,20.56
TAT-VEH-1592,Petrol,Manual,Sedan,First,1705.3,,1621.2,16.48,133603.0,6.49,17.96
TAT-VEH-1593,Petrol,Automatic,Sedan,Second,1378.9,97.6,1444.0,13.75,9044.0,8.75,19.58
TAT-VEH-1594,CNG,Manual,Hatchback,First,1332.1,,1471.5,25.3,10783.0,9.21,21.36
TAT-VEH-1595,Diesel,Manual,SUV,First,2422.9,205.2,2095.3,15.3,91343.0,7.68,32.21
TAT-VEH-1596,Diesel,Automatic,Hatchback,First,1136.7,90.7,1388.0,,24447.0,9.13,18.51
TAT-VEH-1597,Petrol,Manual,Hatchback,First,1299.2,98.4,1486.5,19.36,2197.0,9.09,20.81
TAT-VEH-1598,Petrol,Manual,Hatchback,First,1023.9,77.2,1298.8,15.33,16401.0,9.61,14.91
TAT-VEH-1599,Petrol,Manual,SUV,First,2186.7,135.4,1854.7,15.92,42967.0,8.14,24.77
TAT-VEH-1600,Petrol,Automatic,SUV,Second,2047.9,162.5,1880.2,16.93,74260.0,8.76,25.36
TAT-VEH-1601,Petrol,Automatic,SUV,First,2116.3,160.3,1865.7,19.01,8442.0,10.0,26.84
TAT-VEH-1602,Petrol,Manual,Hatchback,First,1100.2,87.7,1308.1,10.53,7271.0,9.95,16.37
TAT-VEH-1603,Petrol,Manual,Sedan,Third,1165.8,78.9,1267.5,17.25,116851.0,7.28,11.02
TAT-VEH-1604,Petrol,Manual,Sedan,First,1598.7,115.3,1563.0,14.7,64590.0,7.99,16.58
TAT-VEH-1605,Diesel,Automatic,SUV,First,,106.2,1557.9,19.47,42098.0,9.06,20.14
TAT-VEH-1606,,Automatic,Luxury,First,2866.1,227.2,2286.0,18.68,67977.0,8.74,31.82
TAT-VEH-1607,,Manual,Hatchback,First,1338.2,95.8,1446.0,11.92,27205.0,9.17,21.71
TAT-VEH-1608,Diesel,Manual,SUV,First,2046.0,178.4,1935.4,16.16,65932.0,7.76,30.7
TAT-VEH-1609,Diesel,Manual,Hatchback,First,1489.3,116.9,1589.5,13.58,22921.0,8.12,20.67
TAT-VEH-1610,Petrol,Automatic,Sedan,First,1703.0,112.4,1573.1,,14593.0,9.33,20.78
TAT-VEH-1611,Diesel,Automatic,Hatchback,First,1098.9,80.9,1386.7,22.73,60756.0,8.56,353.31824919372065
TAT-VEH-1612,Diesel,Manual,Hatchback,First,1201.1,82.3,1432.5,18.66,26487.0,9.61,15.1
TAT-VEH-1613,Petrol,Manual,Sedan,First,1488.5,85.3,1427.7,11.48,181251.0,4.92,10.41
TAT-VEH-1614,CNG,Manual,Sedan,First,1181.6,107.8,1391.9,23.53,21350.0,8.87,18.83
TAT-VEH-1615,Electric,Automatic,Hatchback,Second,0.0,985.4687699549988,1203.6,18.28,116640.0,5.28,20.12
TAT-VEH-1616,Petrol,Manual,SUV,First,1762.9,138.6,1706.2,12.12,123613.0,5.97,20.49
TAT-VEH-1617,Petrol,Automatic,Sedan,First,1385.8,105.9,1388.8,16.67,14460.0,9.2,17.1
TAT-VEH-1618,,Automatic,Hatchback,Second,891.6,50.3,1117.8,22.15,74026.0,7.5,8.72
TAT-VEH-1619,Diesel,Manual,SUV,First,2009.9,144.9,1803.2,22.12,27539.0,9.38,25.55
TAT-VEH-1620,Petrol,Manual,Hatchback,First,1159.6,97.1,1340.5,15.29,114287.0,7.73,13.98
TAT-VEH-1621,Petrol,Manual,Sedan,First,1163.4,74.6,1323.0,15.76,28913.0,9.05,14.09
TAT-VEH-1622,Petrol,Automatic,SUV,Second,2099.1,127.1,1804.1,14.66,63369.0,7.86,23.44
TAT-VEH-1623,Diesel,Automatic,Hatchback,Second,,95.1,1517.4,21.16,30313.0,8.78,479.9413641774375
TAT-VEH-1624,Diesel,Automatic,Hatchback,First,1231.1,90.6,1392.9,21.19,13633.0,9.49,17.63
TAT-VEH-1625,Petrol,Manual,Sedan,Second,,109.1,1578.0,16.51,12005.0,8.96,22.45
TAT-VEH-1626,,Manual,Luxury,First,3229.6,251.0,2579.3,20.58,26936.0,9.1,41.82
TAT-VEH-1627,Diesel,Automatic,Sedan,First,1634.0,130.2,1719.1,18.41,65383.0,8.2,21.93
TAT-VEH-1628,Petrol,Automatic,SUV,First,2074.9,158.7,1887.2,17.13,43807.0,8.67,26.58
TAT-VEH-1629,Petrol,Manual,Sedan,First,1333.1,114.3,1404.2,14.49,54505.0,8.52,20.41
TAT-VEH-1630,Diesel,Automatic,Hatchback,Second,1238.5,74.7,1393.3,19.01,16928.0,9.58,14.87
TAT-VEH-1631,CNG,Automatic,Sedan,First,1737.1,,1751.2,23.95,31551.0,7.84,25.77
TAT-VEH-1632,Diesel,Manual,SUV,First,1848.8,146.2,1758.5,17.72,4043.0,10.0,26.02
TAT-VEH-1633,Diesel,Automatic,Hatchback,Third,1511.7,98.5,1612.6,17.07,78553.0,7.15,15.45
TAT-VEH-1634,Petrol,Automatic,Hatchback,First,1118.2,65.8,1348.9,16.9,208750.0,3.18,7.31
TAT-VEH-1635,Petrol,Automatic,Hatchback,First,1201.9,81.2,1402.1,19.43,25506.0,8.41,15.28
TAT-VEH-1636,Diesel,Manual,Sedan,First,1363.5,94.3,1517.3,,2496.0,9.99,19.73
TAT-VEH-1637,Petrol,Manual,Luxury,Second,3082.3,,2446.0,11.73,10374.0,9.37,36.54
TAT-VEH-1638,Petrol,Automatic,Hatchback,Second,935.7,62.8,1109.9,19.37,49568.0,7.37,11.11
TAT-VEH-1639,Petrol,Manual,Sedan,First,1388.8,93.9,1445.9,14.55,44613.0,8.81,16.02
TAT-VEH-1640,Petrol,Manual,Hatchback,Second,1033.2,70.2,1347.0,17.3,71774.0,6.89,10.69
TAT-VEH-1641,Petrol,Manual,Luxury,First,3047.1,242.0,2381.1,12.78,15179.0,9.45,39.51
TAT-VEH-1642,Petrol,Manual,Hatchback,Second,1346.2,101.1,1462.7,15.93,66906.0,8.03,15.91
TAT-VEH-1643,Petrol,Automatic,Sedan,First,1627.2,119.9,1567.0,16.44,54412.0,8.78,19.97
TAT-VEH-1644,Petrol,Automatic,SUV,First,1405.1,104.1,1591.2,11.05,19541.0,10.0,17.62
TAT-VEH-1645,CNG,Manual,SUV,Third,2508.5,203.6,2221.0,25.72,37484.0,,34.51
TAT-VEH-1646,Diesel,Manual,Sedan,First,1557.1,107.8,1520.3,22.77,9169.0,9.51,22.22
TAT-VEH-1647,Diesel,Manual,Hatchback,First,1080.5,96.8,1377.5,18.51,29113.0,8.8,17.76
TAT-VEH-1648,Diesel,Automatic,Sedan,First,1529.4,117.2,1544.3,22.81,97863.0,7.26,19.08
TAT-VEH-1649,Diesel,Automatic,Hatchback,Third,1223.4,89.8,1433.4,18.47,26605.0,9.17,18.52
TAT-VEH-1650,Petrol,Manual,Hatchback,First,1097.0,112.3,1440.2,,84344.0,7.18,19.16
TAT-VEH-1651,Diesel,Automatic,Sedan,First,1537.6,102.7,1585.5,12.79,42150.0,,21.37
TAT-VEH-1652,Diesel,Automatic,Hatchback,First,1105.9,78.7,1350.4,25.77,11587.0,8.8,14.98
TAT-VEH-1653,Diesel,Automatic,Hatchback,First,1136.3,70.4,1470.5,23.19,41156.0,9.22,363.3813884716901
TAT-VEH-1654,Petrol,Automatic,SUV,First,1826.4,148.4,1708.8,14.65,33733.0,9.11,26.18
TAT-VEH-1655,Petrol,Manual,Luxury,Second,2419.9,201.8,2015.9,9.58,24885.0,9.64,34.36
TAT-VEH-1656,Petrol,Automatic,Sedan,Third,,134.6,1601.4,16.36,7734.0,9.39,25.01
TAT-VEH-1657,Petrol,Manual,Hatchback,First,1284.8,111.0,1398.8,11.17,26258.0,,22.1
TAT-VEH-1658,Diesel,Automatic,Hatchback,First,1274.2,93.2,1354.3,20.25,5400.0,,17.76
TAT-VEH-1659,,Automatic,Luxury,First,3321.0,244.7,2474.0,20.15,6680.0,9.82,42.11
TAT-VEH-1660,Petrol,Automatic,Hatchback,First,1245.7,73.4,1323.4,12.68,26197.0,8.43,12.91
TAT-VEH-1661,Electric,Automatic,Hatchback,Second,0.0,190.9,1179.5,24.8,18398.0,10.0,31.27
TAT-VEH-1662,Diesel,Manual,Sedan,First,1391.5,110.0,1537.9,21.26,118890.0,5.62,15.63
TAT-VEH-1663,Petrol,Manual,Sedan,First,1665.9,119.0,1605.3,18.43,23201.0,9.3,20.92
TAT-VEH-1664,Petrol,Automatic,Sedan,Second,1226.5,107.9,1440.0,15.53,65820.0,8.86,17.0
TAT-VEH-1665,Petrol,Automatic,Hatchback,First,1061.9,68.0,1336.4,11.25,36000.0,9.13,12.43
TAT-VEH-1666,Petrol,Manual,Hatchback,First,1052.4,83.8,1289.5,18.43,56796.0,8.28,13.14
TAT-VEH-1667,Petrol,Manual,Luxury,First,3425.0,254.8,2572.5,14.69,15557.0,8.77,42.03
TAT-VEH-1668,Petrol,Manual,Hatchback,Second,1338.4,108.0,1506.7,11.33,130055.0,5.26,13.24
TAT-VEH-1669,Petrol,Automatic,SUV,Third,2119.8,,1790.4,19.56,35984.0,9.23,25.32
TAT-VEH-1670,Petrol,Automatic,SUV,First,2266.0,152.5,1805.1,21.8,82090.0,8.36,26.97
TAT-VEH-1671,CNG,Manual,Sedan,Third,1322.1,100.1,1480.3,24.42,22439.0,8.9,19.62
TAT-VEH-1672,Petrol,Manual,Hatchback,First,1249.3,106.3,1477.6,21.98,6752.0,8.92,21.26
TAT-VEH-1673,Diesel,Automatic,Hatchback,First,1178.2,88.0,1485.6,19.26,52399.0,6.83,17.66
TAT-VEH-1674,Petrol,Automatic,Sedan,First,1667.4,134.4,1677.5,14.36,2351.0,9.14,27.17
TAT-VEH-1675,Electric,Manual,SUV,First,0.0,113.9,1075.7,20.42,31021.0,,15.15
TAT-VEH-1676,Petrol,Manual,Luxury,First,2946.9,220.7,2323.4,20.41,11638.0,10.0,35.79
TAT-VEH-1677,Petrol,Manual,Hatchback,First,1139.3,78.0,1358.6,13.16,46423.0,8.88,13.09
TAT-VEH-1678,Electric,Manual,Hatchback,First,0.0,158.7,1230.1,23.84,176754.0,4.93,17.42
TAT-VEH-1679,,Manual,Luxury,First,3209.4,241.1,2369.8,23.38,30097.0,8.7,39.13
TAT-VEH-1680,CNG,Automatic,SUV,First,2217.0,174.6,1983.1,23.58,78545.0,7.21,27.06
TAT-VEH-1681,,Automatic,SUV,Second,1830.9,150.4,1873.6,18.59,33898.0,,26.39
TAT-VEH-1682,Petrol,Automatic,Hatchback,First,1187.8,97.4,1423.3,14.36,32819.0,8.98,17.54
TAT-VEH-1683,Diesel,Automatic,Sedan,First,1286.3,99.7,1532.0,17.87,121940.0,,13.66
TAT-VEH-1684,Electric,Manual,SUV,First,0.0,115.0,1006.0,24.83,101313.0,6.5,11.51
TAT-VEH-1685,Diesel,Manual,SUV,First,1373.5,103.0,1486.6,23.47,71338.0,7.25,15.45
TAT-VEH-1686,Diesel,Manual,Sedan,Second,1538.1,109.0,1562.5,20.81,17810.0,8.96,19.36
TAT-VEH-1687,Petrol,Manual,Hatchback,First,1288.3,92.5,1321.3,13.54,37436.0,9.07,15.84
TAT-VEH-1688,Diesel,Automatic,Sedan,First,1550.4,111.8,1513.7,17.57,13406.0,9.35,18.75
TAT-VEH-1689,Petrol,Automatic,Hatchback,Second,904.6,,1152.0,15.74,28408.0,8.94,10.62
TAT-VEH-1690,Petrol,Manual,Sedan,First,1427.8,83.6,1499.8,16.46,31793.0,9.68,14.56
TAT-VEH-1691,Petrol,Manual,Luxury,First,2105.7,,1905.4,12.54,82174.0,7.03,24.04
TAT-VEH-1692,Diesel,Automatic,Sedan,First,1771.9,135.2,1724.4,21.02,103864.0,7.95,19.08
TAT-VEH-1693,Petrol,Manual,SUV,Third,1726.5,113.3,1678.7,15.76,26097.0,8.65,19.67
TAT-VEH-1694,Petrol,Manual,Hatchback,First,1385.3,104.1,1486.9,10.35,2804.0,,17.85
TAT-VEH-1695,,Automatic,SUV,First,2234.5,190.4,2068.2,16.4,91049.0,7.03,29.32
TAT-VEH-1696,Petrol,Automatic,Luxury,First,2632.8,209.7,2196.2,13.99,10617.0,,34.42
TAT-VEH-1697,Diesel,Manual,Hatchback,First,1027.1,96.8,1354.4,18.8,45765.0,8.76,17.92
TAT-VEH-1698,Petrol,Manual,Hatchback,First,1249.6,98.4,1420.1,21.17,3138.0,9.97,19.39
TAT-VEH-1699,Diesel,Automatic,Sedan,First,1329.1,113.7,1533.7,19.67,24950.0,8.64,20.21
TAT-VEH-1700,Diesel,Manual,Hatchback,First,1212.4,82.2,1358.8,16.65,193964.0,3.58,7.7
TAT-VEH-1701,Petrol,Manual,SUV,Third,1877.3,133.1,1788.6,16.16,6776.0,10.0,25.21
TAT-VEH-1702,Petrol,Automatic,Luxury,Second,2280.5,138.2,1837.1,14.44,26800.0,8.74,25.73
TAT-VEH-1703,Petrol,Manual,Sedan,First,1051.9,93.1,1296.0,16.47,18512.0,,17.13
TAT-VEH-1704,Petrol,Automatic,Hatchback,Second,1231.0,110.8,1492.2,17.24,107966.0,5.75,18.84
TAT-VEH-1705,Electric,Manual,Sedan,First,0.0,126.2,1061.1,25.02,93582.0,6.96,17.4
TAT-VEH-1706,Petrol,Automatic,SUV,First,1857.6,136.3,1718.2,15.43,14214.0,9.32,25.75
TAT-VEH-1707,CNG,Manual,Hatchback,First,1114.0,74.5,1370.7,27.78,5810.0,9.92,15.76
TAT-VEH-1708,Petrol,Manual,Sedan,Second,1637.2,127.4,1611.2,18.22,46395.0,,22.5
TAT-VEH-1709,Diesel,Manual,Sedan,Second,1732.7,,1705.2,17.02,20451.0,9.32,23.73
TAT-VEH-1710,Diesel,Manual,Sedan,First,1443.5,87.3,1543.4,25.19,52175.0,7.62,15.42
TAT-VEH-1711,,Automatic,Hatchback,Third,1145.9,90.9,1455.3,19.92,3469.0,9.9,18.57
TAT-VEH-1712,Diesel,Automatic,SUV,First,2123.0,155.9,1961.4,16.66,8443.0,8.94,28.69
TAT-VEH-1713,Petrol,Manual,Hatchback,Second,993.5,75.9,1273.4,20.46,54180.0,7.74,14.07
TAT-VEH-1714,Petrol,Manual,Hatchback,Third,1230.5,97.8,1486.7,21.73,12743.0,,20.31
TAT-VEH-1715,Electric,Automatic,SUV,First,0.0,135.3,1040.8,21.92,89706.0,6.61,15.71
TAT-VEH-1716,CNG,Automatic,SUV,Second,2136.0,159.0,1849.8,23.49,4717.0,9.38,26.68
TAT-VEH-1717,Electric,Manual,Hatchback,First,0.0,134.7,969.2,21.57,12921.0,8.71,20.84
TAT-VEH-1718,Petrol,Manual,Hatchback,First,1299.0,109.1,1561.0,17.64,296448.0,1.0,7.95
TAT-VEH-1719,Diesel,Manual,Hatchback,First,906.5,73.0,1206.6,22.58,27539.0,9.62,18.76
TAT-VEH-1720,Electric,Automatic,Hatchback,First,0.0,145.5,1107.4,23.43,56626.0,7.4,21.51
