device_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_mode,failure
ECU_SENS_01685,297.56,307.53,1496.5,32.21,190.3,No_Failure,0
ECU_SENS_01686,301.43,311.71,1585.8,42.03,217.4,Tool_Wear_Failure,1
ECU_SENS_01687,299.52,308.71,1519.8,35.42,234.0,No_Failure,0
ECU_SENS_01688,299.25,309.67,1749.4,41.86,55.7,No_Failure,0
ECU_SENS_01689,301.42,310.95,1178.8,55.09,211.5,Overstrain_Failure,1
ECU_SENS_01690,300.89,310.87,1555.8,46.06,78.8,No_Failure,0
ECU_SENS_01691,299.28,309.82,1202.8,45.09,27.1,No_Failure,0
ECU_SENS_01692,302.32,312.33,1666.7,35.7,208.8,No_Failure,0
ECU_SENS_01693,297.84,307.4,1513.0,25.16,152.7,No_Failure,0
ECU_SENS_01694,301.23,311.12,1605.5,37.92,39.5,No_Failure,0
ECU_SENS_01695,301.19,311.1,1374.5,52.07,103.2,No_Failure,0
ECU_SENS_01696,299.38,309.01,1760.3,24.73,68.9,No_Failure,0
ECU_SENS_01697,300.65,310.39,1717.5,29.45,176.8,Mechanical_Glitch,1
ECU_SENS_01698,297.5,309.1,1635.0,41.26,108.8,No_Failure,0
ECU_SENS_01699,301.85,312.41,1506.7,30.15,237.4,Tool_Wear_Failure,1
ECU_SENS_01700,299.63,309.33,1634.4,32.07,13.1,No_Failure,0
ECU_SENS_01701,298.95,309.65,1402.8,35.76,85.2,No_Failure,0
ECU_SENS_01702,302.1,311.76,1684.0,26.34,115.7,No_Failure,0
ECU_SENS_01703,298.59,309.76,1826.9,30.26,120.8,No_Failure,0
ECU_SENS_01704,297.18,307.55,1722.7,47.03,75.8,No_Failure,0
ECU_SENS_01705,296.89,306.78,1398.7,26.93,175.0,No_Failure,0
ECU_SENS_01706,301.21,311.66,1595.1,24.02,209.9,No_Failure,0
ECU_SENS_01707,297.44,305.87,1297.2,33.7,225.3,Heat_Dissipation_Failure,1
ECU_SENS_01708,303.51,312.38,1633.0,47.32,193.2,No_Failure,0
ECU_SENS_01709,295.84,304.64,1611.1,38.03,204.1,No_Failure,0
ECU_SENS_01710,303.39,313.54,1193.4,35.35,132.1,No_Failure,0
ECU_SENS_01711,300.42,312.15,1320.9,40.44,198.2,No_Failure,0
ECU_SENS_01712,299.81,312.04,1479.0,22.54,72.8,Power_Failure,1
ECU_SENS_01713,298.91,309.55,1475.8,44.95,95.6,No_Failure,0
ECU_SENS_01714,300.8,311.3,1312.3,43.83,76.1,No_Failure,0
ECU_SENS_01715,299.92,308.12,1600.0,35.91,112.2,No_Failure,0
ECU_SENS_01716,302.21,311.66,1575.3,50.06,68.5,No_Failure,0
ECU_SENS_01717,300.23,309.44,1495.0,28.73,230.8,Tool_Wear_Failure,1
ECU_SENS_01718,300.3,309.68,1394.0,51.28,75.1,No_Failure,0
ECU_SENS_01719,299.27,309.1,1718.8,41.54,23.5,No_Failure,0
ECU_SENS_01720,299.89,309.41,1828.0,36.63,126.4,No_Failure,0
ECU_SENS_01721,300.62,308.64,1443.0,39.8,13.7,No_Failure,0
ECU_SENS_01722,296.58,307.33,1419.8,38.93,26.5,No_Failure,0
ECU_SENS_01723,297.3,306.23,1618.4,52.2,52.7,No_Failure,0
ECU_SENS_01724,301.49,311.73,1465.6,29.23,111.4,No_Failure,0
ECU_SENS_01725,300.34,312.42,1504.9,32.37,104.0,No_Failure,0
ECU_SENS_01726,299.63,308.71,1663.1,50.36,191.9,No_Failure,0
ECU_SENS_01727,300.04,307.51,1186.3,34.04,177.5,Heat_Dissipation_Failure,1
ECU_SENS_01728,300.7,310.41,1767.3,49.01,102.3,Power_Failure,1
ECU_SENS_01729,298.92,310.02,1543.1,56.99,80.1,Power_Failure,1
ECU_SENS_01730,298.44,310.4,1455.9,35.98,76.0,No_Failure,0
ECU_SENS_01731,300.39,309.16,1513.9,46.81,185.8,No_Failure,0
ECU_SENS_01732,298.04,308.54,1523.2,28.46,12.5,No_Failure,0
ECU_SENS_01733,300.82,310.35,1218.4,47.55,3.1,No_Failure,0
ECU_SENS_01734,296.59,306.49,1799.1,41.99,190.9,No_Failure,0
ECU_SENS_01735,302.06,314.7,1537.4,44.73,114.5,No_Failure,0
ECU_SENS_01736,300.95,309.44,1609.7,33.54,31.4,No_Failure,0
ECU_SENS_01737,300.51,310.77,1701.3,23.39,56.5,No_Failure,0
ECU_SENS_01738,301.97,312.43,1346.2,45.03,223.8,Tool_Wear_Failure,1
ECU_SENS_01739,303.33,314.42,1615.2,19.37,206.3,Power_Failure,1
ECU_SENS_01740,302.03,312.13,1481.8,36.83,170.3,No_Failure,0
ECU_SENS_01741,296.32,306.63,1682.4,49.41,115.7,No_Failure,0
ECU_SENS_01742,297.44,307.05,1150.0,41.92,124.9,No_Failure,0
ECU_SENS_01743,298.75,309.02,1512.2,59.48,234.1,Power_Failure,1
ECU_SENS_01744,300.05,309.71,1421.5,50.25,231.8,Overstrain_Failure,1
ECU_SENS_01745,301.04,311.66,1607.8,33.46,51.7,No_Failure,0
ECU_SENS_01746,298.55,308.18,1614.6,40.27,194.7,No_Failure,0
ECU_SENS_01747,300.37,310.75,1402.6,39.53,47.3,No_Failure,0
ECU_SENS_01748,298.49,308.46,1401.8,24.18,51.2,No_Failure,0
ECU_SENS_01749,298.78,309.9,1510.1,30.6,162.3,No_Failure,0
ECU_SENS_01750,297.19,307.14,1368.6,34.39,97.2,No_Failure,0
ECU_SENS_01751,298.15,306.38,1681.6,19.64,223.6,Power_Failure,1
ECU_SENS_01752,297.3,308.56,1463.5,40.47,21.4,No_Failure,0
ECU_SENS_01753,298.05,307.14,1150.0,37.51,122.8,No_Failure,0
ECU_SENS_01754,302.11,311.45,1462.5,23.27,220.4,No_Failure,0
ECU_SENS_01755,298.1,307.51,1343.1,44.04,217.0,Tool_Wear_Failure,1
ECU_SENS_01756,305.26,316.64,1236.4,47.16,37.6,No_Failure,0
ECU_SENS_01757,300.99,308.85,1307.3,42.27,88.0,Heat_Dissipation_Failure,1
ECU_SENS_01758,300.37,313.51,1549.7,36.76,148.6,No_Failure,0
ECU_SENS_01759,298.28,309.34,1769.2,45.91,38.3,No_Failure,0
ECU_SENS_01760,301.4,311.62,1586.4,46.8,232.3,Tool_Wear_Failure,1
ECU_SENS_01761,298.85,308.79,1420.8,43.07,219.5,Tool_Wear_Failure,1
ECU_SENS_01762,300.24,310.53,1612.1,31.75,40.1,No_Failure,0
ECU_SENS_01763,305.12,315.64,1447.4,42.77,29.1,No_Failure,0
ECU_SENS_01764,299.81,310.45,1405.0,51.95,20.5,No_Failure,0
ECU_SENS_01765,302.3,312.85,1322.2,34.03,218.3,Tool_Wear_Failure,1
ECU_SENS_01766,298.59,308.68,1214.7,60.98,46.5,No_Failure,0
ECU_SENS_01767,299.93,309.73,1459.8,34.74,99.9,No_Failure,0
ECU_SENS_01768,303.54,313.39,1558.4,40.32,107.7,No_Failure,0
ECU_SENS_01769,298.75,308.55,1512.6,33.28,143.8,No_Failure,0
ECU_SENS_01770,303.62,314.76,1455.1,42.23,17.2,No_Failure,0
ECU_SENS_01771,301.42,312.01,1359.8,22.58,54.4,Power_Failure,1
ECU_SENS_01772,298.88,305.93,1639.5,34.54,223.6,Tool_Wear_Failure,1
ECU_SENS_01773,301.26,311.92,1292.9,29.08,218.0,No_Failure,0
ECU_SENS_01774,301.95,312.14,1669.7,41.35,187.5,No_Failure,0
ECU_SENS_01775,301.24,311.22,1349.6,49.94,4.7,No_Failure,0
ECU_SENS_01776,296.86,306.47,1394.6,46.46,78.5,No_Failure,0
ECU_SENS_01777,298.55,309.67,1266.0,16.28,150.7,Power_Failure,1
ECU_SENS_01778,299.5,310.45,1439.7,60.42,66.0,Power_Failure,1
ECU_SENS_01779,299.85,309.08,1705.6,42.95,218.3,Tool_Wear_Failure,1
ECU_SENS_01780,301.24,311.65,1622.8,32.24,152.1,No_Failure,0
ECU_SENS_01781,300.36,309.38,1706.1,41.57,17.3,No_Failure,0
ECU_SENS_01782,297.33,305.95,1624.0,41.76,218.2,Tool_Wear_Failure,1
ECU_SENS_01783,300.76,310.13,1331.3,33.33,229.9,Tool_Wear_Failure,1
ECU_SENS_01784,301.22,312.08,1470.5,41.98,18.7,No_Failure,0
ECU_SENS_01785,301.12,312.07,1389.6,33.93,127.8,No_Failure,0
ECU_SENS_01786,302.16,312.67,1769.5,35.96,72.8,No_Failure,0
ECU_SENS_01787,301.67,312.39,1314.6,33.14,94.3,No_Failure,0
ECU_SENS_01788,300.92,311.43,1690.9,25.67,43.1,No_Failure,0
ECU_SENS_01789,299.86,309.22,1690.7,41.46,138.7,No_Failure,0
ECU_SENS_01790,296.68,307.11,1859.3,45.85,229.9,No_Failure,0
ECU_SENS_01791,300.86,311.66,1456.3,45.15,120.7,No_Failure,0
ECU_SENS_01792,300.42,311.17,1658.2,48.2,19.9,No_Failure,0
ECU_SENS_01793,300.54,311.73,1940.7,43.24,148.8,No_Failure,0
ECU_SENS_01794,297.45,308.15,1418.8,34.67,81.7,No_Failure,0
ECU_SENS_01795,297.84,308.19,1253.7,48.4,205.4,No_Failure,0
ECU_SENS_01796,302.11,313.18,1191.6,26.42,104.3,Power_Failure,1
ECU_SENS_01797,299.92,309.89,1658.3,30.99,46.3,No_Failure,0
ECU_SENS_01798,301.36,310.48,1191.0,30.36,45.9,No_Failure,0
ECU_SENS_01799,300.06,309.89,1463.0,50.8,184.5,No_Failure,0
ECU_SENS_01800,300.06,309.31,1608.7,49.43,63.7,No_Failure,0
ECU_SENS_01801,301.88,311.2,1563.3,44.87,184.1,No_Failure,0
ECU_SENS_01802,298.97,308.82,1606.6,50.72,49.4,No_Failure,0
ECU_SENS_01803,300.19,309.4,1570.0,31.21,77.2,No_Failure,0
ECU_SENS_01804,299.08,308.77,1760.2,43.49,111.7,No_Failure,0
ECU_SENS_01805,299.13,307.24,1358.6,38.75,226.4,Heat_Dissipation_Failure,1
ECU_SENS_01806,299.38,309.59,1408.1,48.47,223.6,Tool_Wear_Failure,1
ECU_SENS_01807,300.44,310.45,1390.9,38.85,49.6,No_Failure,0
ECU_SENS_01808,299.04,308.23,1679.4,36.15,86.0,No_Failure,0
ECU_SENS_01809,302.51,313.17,1692.1,45.41,35.9,No_Failure,0
ECU_SENS_01810,298.21,309.15,1611.2,48.76,122.4,No_Failure,0
ECU_SENS_01811,299.63,308.02,1743.0,33.32,110.5,No_Failure,0
ECU_SENS_01812,299.12,308.36,1318.0,39.39,216.2,Tool_Wear_Failure,1
ECU_SENS_01813,302.89,312.12,1830.1,29.42,223.2,Tool_Wear_Failure,1
ECU_SENS_01814,300.39,309.45,1804.2,15.02,92.1,Power_Failure,1
ECU_SENS_01815,302.06,312.89,1662.4,42.0,118.0,No_Failure,0
ECU_SENS_01816,297.03,306.84,1850.7,46.09,215.1,Tool_Wear_Failure,1
ECU_SENS_01817,300.53,310.27,1231.8,42.62,193.6,No_Failure,0
ECU_SENS_01818,301.78,309.78,1435.6,20.5,0.9,Power_Failure,1
ECU_SENS_01819,300.16,310.8,1397.6,36.49,76.8,No_Failure,0
ECU_SENS_01820,302.13,310.89,1659.9,17.82,101.2,Power_Failure,1
ECU_SENS_01821,298.97,309.03,1341.0,53.7,55.1,No_Failure,0
ECU_SENS_01822,302.82,313.1,1666.3,29.14,47.9,No_Failure,0
ECU_SENS_01823,304.6,315.96,1776.7,52.55,9.1,Power_Failure,1
ECU_SENS_01824,299.27,307.97,1655.1,49.46,154.4,No_Failure,0
ECU_SENS_01825,299.11,306.09,1581.1,30.99,63.0,No_Failure,0
ECU_SENS_01826,302.91,313.09,1352.2,28.67,12.6,No_Failure,0
ECU_SENS_01827,303.16,314.96,1377.6,43.5,55.4,No_Failure,0
ECU_SENS_01828,298.95,310.19,1754.9,31.56,192.5,No_Failure,0
ECU_SENS_01829,299.16,309.37,1670.3,41.02,204.4,No_Failure,0
ECU_SENS_01830,299.44,308.94,1523.0,35.17,115.9,No_Failure,0
ECU_SENS_01831,297.31,308.12,1454.8,22.19,99.9,Power_Failure,1
ECU_SENS_01832,298.16,307.19,1165.4,17.7,234.7,Power_Failure,1
ECU_SENS_01833,297.99,308.47,1337.2,42.27,48.1,No_Failure,0
ECU_SENS_01834,298.46,308.97,1874.1,34.38,51.7,No_Failure,0
ECU_SENS_01835,299.93,310.99,1299.5,34.47,70.0,No_Failure,0
ECU_SENS_01836,300.47,313.23,1564.1,46.96,41.5,No_Failure,0
ECU_SENS_01837,303.1,313.49,1711.3,51.73,91.0,Power_Failure,1
ECU_SENS_01838,298.0,307.49,1304.1,37.27,218.6,No_Failure,0
ECU_SENS_01839,301.97,311.94,1563.2,36.59,147.7,No_Failure,0
ECU_SENS_01840,299.57,307.8,1698.8,45.0,98.9,No_Failure,0
ECU_SENS_01841,299.9,309.21,1532.2,26.43,224.3,Tool_Wear_Failure,1
ECU_SENS_01842,301.35,310.94,2046.3,42.23,11.6,Power_Failure,1
ECU_SENS_01843,297.75,307.23,1229.7,45.52,50.5,No_Failure,0
ECU_SENS_01844,300.76,310.92,1720.6,46.8,135.8,No_Failure,0
ECU_SENS_01845,300.33,309.51,1498.9,20.63,147.7,Power_Failure,1
ECU_SENS_01846,300.98,312.11,1668.9,32.39,9.5,No_Failure,0
ECU_SENS_01847,300.58,310.58,1609.4,31.22,96.7,No_Failure,0
ECU_SENS_01848,304.91,314.9,1398.0,41.0,155.8,No_Failure,0
ECU_SENS_01849,298.72,308.4,1571.2,44.81,167.5,No_Failure,0
ECU_SENS_01850,298.94,309.09,1195.6,54.97,153.2,No_Failure,0
ECU_SENS_01851,298.75,309.58,1638.6,35.05,76.9,No_Failure,0
ECU_SENS_01852,298.89,308.02,1583.7,35.02,22.4,No_Failure,0
ECU_SENS_01853,298.73,308.07,1645.0,51.5,102.5,No_Failure,0
ECU_SENS_01854,302.38,312.07,1720.5,42.97,30.9,No_Failure,0
ECU_SENS_01855,302.84,311.5,1596.2,52.68,227.4,Overstrain_Failure,1
ECU_SENS_01856,298.86,308.04,1556.7,42.89,114.0,No_Failure,0
ECU_SENS_01857,298.34,307.86,1371.4,28.43,76.1,No_Failure,0
ECU_SENS_01858,300.94,311.82,1401.8,26.67,183.9,No_Failure,0
ECU_SENS_01859,298.9,309.16,1743.6,24.48,119.5,No_Failure,0
ECU_SENS_01860,301.27,311.46,1788.5,46.62,74.4,No_Failure,0
ECU_SENS_01861,300.41,311.26,1487.1,51.89,194.9,No_Failure,0
ECU_SENS_01862,296.97,306.83,1538.3,58.49,208.1,Power_Failure,1
ECU_SENS_01863,303.1,313.49,1367.2,48.43,161.5,No_Failure,0
ECU_SENS_01864,303.59,313.49,1741.1,51.63,11.3,Power_Failure,1
ECU_SENS_01865,298.77,309.04,1649.8,34.2,135.9,No_Failure,0
ECU_SENS_01866,299.22,308.64,1879.4,28.44,183.2,No_Failure,0
ECU_SENS_01867,300.57,308.13,1371.9,48.5,32.8,Heat_Dissipation_Failure,1
ECU_SENS_01868,300.67,310.53,1462.0,44.18,54.9,No_Failure,0
ECU_SENS_01869,301.32,312.74,1571.7,41.07,211.8,Tool_Wear_Failure,1
ECU_SENS_01870,304.02,314.95,1646.4,43.87,4.8,No_Failure,0
ECU_SENS_01871,299.65,310.61,1491.2,43.23,180.7,No_Failure,0
ECU_SENS_01872,298.4,309.64,1372.9,52.84,113.7,Mechanical_Glitch,1
ECU_SENS_01873,297.24,307.33,1688.7,52.95,107.2,Power_Failure,1
ECU_SENS_01874,298.54,308.74,1659.8,45.44,1.7,No_Failure,0
ECU_SENS_01875,299.93,309.32,1365.1,48.46,196.7,No_Failure,0
ECU_SENS_01876,303.59,313.27,1774.0,45.14,86.4,No_Failure,0
ECU_SENS_01877,298.96,309.58,1740.6,35.39,129.8,No_Failure,0
ECU_SENS_01878,300.45,311.65,1554.2,47.57,162.6,No_Failure,0
ECU_SENS_01879,299.97,309.83,1544.3,26.06,168.6,No_Failure,0
ECU_SENS_01880,302.38,311.93,1629.7,50.54,229.4,Overstrain_Failure,1
ECU_SENS_01881,305.05,315.05,1374.9,28.05,127.5,No_Failure,0
ECU_SENS_01882,298.94,309.54,1535.4,42.86,95.9,No_Failure,0
ECU_SENS_01883,299.02,307.58,1150.0,31.55,228.9,Heat_Dissipation_Failure,1
ECU_SENS_01884,302.09,309.79,1687.8,45.53,154.1,No_Failure,0
ECU_SENS_01885,301.36,310.81,1248.9,39.66,71.6,No_Failure,0
ECU_SENS_01886,303.69,312.47,1800.6,24.05,30.4,No_Failure,0
ECU_SENS_01887,301.17,310.66,1470.6,44.21,202.2,No_Failure,0
ECU_SENS_01888,299.28,309.13,1491.9,34.22,86.9,No_Failure,0
ECU_SENS_01889,301.18,310.73,1417.0,48.81,158.5,No_Failure,0
ECU_SENS_01890,302.22,313.67,1478.2,40.01,113.0,No_Failure,0
ECU_SENS_01891,301.64,311.97,1785.3,43.95,47.7,No_Failure,0
ECU_SENS_01892,301.01,311.32,1150.0,30.42,144.4,No_Failure,0
ECU_SENS_01893,302.13,312.76,1759.9,34.11,14.6,No_Failure,0
ECU_SENS_01894,302.34,311.2,1590.8,35.41,99.2,No_Failure,0
ECU_SENS_01895,302.76,313.8,1312.7,48.57,131.2,No_Failure,0
ECU_SENS_01896,301.3,311.22,1336.4,56.77,104.7,No_Failure,0
ECU_SENS_01897,299.67,310.34,1831.8,31.95,179.7,No_Failure,0
ECU_SENS_01898,300.29,309.22,1359.8,50.77,198.7,No_Failure,0
ECU_SENS_01899,302.41,310.86,1322.4,18.3,185.1,Heat_Dissipation_Failure,1
ECU_SENS_01900,298.37,309.18,1734.7,28.06,9.3,No_Failure,0
ECU_SENS_01901,300.74,311.11,1590.9,30.41,46.6,No_Failure,0
ECU_SENS_01902,299.21,308.31,1361.2,26.47,128.8,No_Failure,0
ECU_SENS_01903,300.06,309.19,1569.0,24.16,224.4,Tool_Wear_Failure,1
ECU_SENS_01904,302.56,313.68,1345.4,44.13,200.4,No_Failure,0
ECU_SENS_01905,300.38,309.19,1728.1,37.86,202.2,No_Failure,0
ECU_SENS_01906,300.09,311.74,1721.0,43.79,72.8,No_Failure,0
ECU_SENS_01907,297.28,306.38,1625.8,46.9,103.1,No_Failure,0
ECU_SENS_01908,301.49,312.13,1595.1,42.66,113.0,No_Failure,0
ECU_SENS_01909,301.29,310.96,1847.0,46.58,37.8,Power_Failure,1
ECU_SENS_01910,304.33,314.93,1529.9,39.3,7.5,No_Failure,0
ECU_SENS_01911,299.38,308.84,1317.3,28.13,227.3,Tool_Wear_Failure,1
ECU_SENS_01912,300.44,310.28,1610.9,50.58,57.8,No_Failure,0
ECU_SENS_01913,300.5,310.54,1905.5,34.11,57.6,No_Failure,0
ECU_SENS_01914,303.15,312.15,1347.3,30.64,20.0,No_Failure,0
ECU_SENS_01915,299.81,310.55,1464.9,38.22,222.8,No_Failure,0
ECU_SENS_01916,300.56,310.04,1605.0,30.87,139.1,No_Failure,0
ECU_SENS_01917,301.22,310.99,1520.3,35.83,160.1,No_Failure,0
ECU_SENS_01918,300.37,309.38,1353.2,43.44,218.8,Tool_Wear_Failure,1
ECU_SENS_01919,299.11,306.54,1731.9,43.48,82.9,No_Failure,0
ECU_SENS_01920,300.39,310.2,1947.6,31.02,149.2,No_Failure,0
ECU_SENS_01921,302.15,314.56,1565.3,35.12,9.3,No_Failure,0
ECU_SENS_01922,297.95,308.73,1367.3,50.74,44.8,No_Failure,0
ECU_SENS_01923,300.27,310.25,1251.2,44.96,199.5,No_Failure,0
ECU_SENS_01924,298.6,308.34,1576.4,60.75,184.0,Power_Failure,1
ECU_SENS_01925,302.39,312.41,1728.7,51.8,84.2,Power_Failure,1
ECU_SENS_01926,296.95,307.5,1615.5,51.44,90.4,No_Failure,0
ECU_SENS_01927,298.88,307.7,1529.6,26.12,128.1,No_Failure,0
ECU_SENS_01928,300.75,311.87,1423.9,47.64,0.1,No_Failure,0
ECU_SENS_01929,303.13,313.85,1333.4,39.47,57.9,No_Failure,0
ECU_SENS_01930,299.87,310.59,1680.3,34.49,50.0,No_Failure,0
ECU_SENS_01931,298.89,309.33,1694.5,41.68,60.1,No_Failure,0
ECU_SENS_01932,303.76,313.78,1251.8,49.45,193.4,No_Failure,0
ECU_SENS_01933,297.1,307.78,1816.2,45.01,67.1,No_Failure,0
ECU_SENS_01934,295.6,306.19,1633.3,31.22,46.0,No_Failure,0
ECU_SENS_01935,300.88,310.53,1781.9,47.42,121.0,No_Failure,0
ECU_SENS_01936,299.0,308.42,1288.4,33.62,207.8,No_Failure,0
ECU_SENS_01937,297.96,308.06,1284.2,42.17,57.9,No_Failure,0
ECU_SENS_01938,301.42,312.97,1503.2,36.97,18.8,Mechanical_Glitch,1
ECU_SENS_01939,300.49,309.25,1620.5,37.81,85.5,No_Failure,0
ECU_SENS_01940,298.87,307.4,1853.3,47.66,179.4,Power_Failure,1
ECU_SENS_01941,297.44,307.6,1657.1,29.6,132.2,No_Failure,0
ECU_SENS_01942,301.74,311.8,1486.3,59.45,196.0,Power_Failure,1
ECU_SENS_01943,301.3,311.47,1345.3,21.79,230.3,Power_Failure,1
ECU_SENS_01944,299.8,310.05,1751.4,34.02,190.2,No_Failure,0
ECU_SENS_01945,303.69,313.47,1356.4,43.7,144.9,No_Failure,0
ECU_SENS_01946,297.86,309.35,1823.1,45.84,118.4,No_Failure,0
ECU_SENS_01947,296.95,305.35,1478.8,39.0,9.6,No_Failure,0
ECU_SENS_01948,298.62,307.79,1816.3,39.43,236.2,Tool_Wear_Failure,1
ECU_SENS_01949,299.91,309.81,1652.2,44.11,92.0,No_Failure,0
ECU_SENS_01950,300.49,308.84,1505.3,37.69,36.5,No_Failure,0
ECU_SENS_01951,299.52,309.34,1436.5,53.93,160.0,No_Failure,0
ECU_SENS_01952,300.7,312.37,1468.6,48.39,68.2,No_Failure,0
ECU_SENS_01953,297.5,307.52,1607.1,48.73,140.6,No_Failure,0
ECU_SENS_01954,302.89,313.12,1543.9,30.34,140.8,No_Failure,0
ECU_SENS_01955,299.84,308.58,1423.1,39.21,107.0,No_Failure,0
ECU_SENS_01956,302.23,311.62,1500.2,37.0,200.7,No_Failure,0
ECU_SENS_01957,300.69,310.31,1544.1,29.94,63.6,No_Failure,0
ECU_SENS_01958,300.91,310.6,1150.0,43.6,107.7,No_Failure,0
ECU_SENS_01959,301.14,312.42,1612.5,34.62,129.0,No_Failure,0
ECU_SENS_01960,300.9,311.45,1353.7,46.55,159.3,No_Failure,0
ECU_SENS_01961,301.29,310.17,1322.4,29.3,188.2,No_Failure,0
ECU_SENS_01962,302.66,312.9,1226.3,57.19,94.8,No_Failure,0
ECU_SENS_01963,300.39,310.89,1207.1,31.04,155.1,No_Failure,0
ECU_SENS_01964,301.42,312.56,1286.0,42.19,36.1,No_Failure,0
ECU_SENS_01965,299.82,311.4,1402.4,47.92,223.8,No_Failure,0
ECU_SENS_01966,302.88,311.87,1881.6,34.29,91.9,No_Failure,0
ECU_SENS_01967,298.65,307.84,1435.3,48.52,175.1,No_Failure,0
ECU_SENS_01968,303.6,312.34,1562.0,27.71,4.9,No_Failure,0
ECU_SENS_01969,299.92,309.69,1602.1,54.52,49.2,Power_Failure,1
ECU_SENS_01970,297.14,307.6,1553.6,40.14,116.9,No_Failure,0
ECU_SENS_01971,300.26,311.24,1516.1,34.04,210.8,No_Failure,0
ECU_SENS_01972,298.64,308.56,1314.8,37.01,126.5,No_Failure,0
ECU_SENS_01973,301.68,311.36,1791.2,48.09,223.2,Power_Failure,1
ECU_SENS_01974,298.69,308.85,1855.3,34.16,116.1,No_Failure,0
ECU_SENS_01975,299.11,308.27,1227.1,32.51,117.7,No_Failure,0
ECU_SENS_01976,296.22,308.31,1345.7,37.78,28.7,No_Failure,0
ECU_SENS_01977,299.1,307.49,1479.6,28.23,192.6,No_Failure,0
ECU_SENS_01978,295.15,305.34,1356.4,58.21,59.3,No_Failure,0
ECU_SENS_01979,296.83,308.86,1621.1,34.34,215.9,Tool_Wear_Failure,1
ECU_SENS_01980,301.52,311.53,1398.9,48.32,218.6,No_Failure,0
ECU_SENS_01981,301.57,311.38,1919.7,42.09,226.4,No_Failure,0
ECU_SENS_01982,300.85,310.49,1744.3,30.15,124.9,No_Failure,0
ECU_SENS_01983,298.07,307.89,1568.3,39.94,162.5,No_Failure,0
ECU_SENS_01984,299.9,311.28,1714.9,47.84,186.8,No_Failure,0
ECU_SENS_01985,299.99,307.78,1729.1,38.12,31.4,No_Failure,0
ECU_SENS_01986,297.68,309.22,1428.5,51.93,144.2,No_Failure,0
ECU_SENS_01987,303.01,311.58,1383.1,50.22,8.2,No_Failure,0
ECU_SENS_01988,301.75,311.49,1544.1,49.19,119.4,No_Failure,0
ECU_SENS_01989,299.56,309.13,1685.1,35.4,37.2,No_Failure,0
ECU_SENS_01990,300.05,310.64,1555.0,29.2,43.9,No_Failure,0
ECU_SENS_01991,300.42,308.82,1246.1,33.86,87.6,Heat_Dissipation_Failure,1
ECU_SENS_01992,295.92,306.38,1385.5,41.96,103.8,No_Failure,0
ECU_SENS_01993,299.51,311.53,1516.7,45.46,149.6,No_Failure,0
ECU_SENS_01994,298.64,307.27,1516.4,18.28,17.9,Power_Failure,1
ECU_SENS_01995,298.0,308.19,1885.1,39.92,120.9,No_Failure,0
ECU_SENS_01996,299.44,308.78,1280.5,41.58,43.8,Mechanical_Glitch,1
ECU_SENS_01997,303.6,314.02,1621.0,37.22,137.8,No_Failure,0
ECU_SENS_01998,301.28,311.3,1798.0,52.91,153.0,Power_Failure,1
ECU_SENS_01999,298.86,308.22,1938.9,44.22,133.6,No_Failure,0
ECU_SENS_02000,301.15,311.63,1457.2,53.1,177.2,No_Failure,0
ECU_SENS_02001,302.8,314.6,1618.5,37.84,80.5,No_Failure,0
ECU_SENS_02002,301.85,311.66,1632.6,49.37,183.6,No_Failure,0
ECU_SENS_02003,300.12,310.84,1565.2,56.35,103.9,Power_Failure,1
ECU_SENS_02004,298.71,307.41,1512.2,53.12,116.2,No_Failure,0
ECU_SENS_02005,301.4,310.44,1608.5,29.08,155.5,No_Failure,0
ECU_SENS_02006,300.79,311.26,1150.0,37.46,4.4,No_Failure,0
ECU_SENS_02007,301.79,313.27,1652.8,36.55,157.0,No_Failure,0
ECU_SENS_02008,301.27,311.63,1552.7,44.89,148.5,No_Failure,0
ECU_SENS_02009,302.1,311.79,1490.0,46.86,74.4,No_Failure,0
ECU_SENS_02010,298.93,308.93,1898.4,31.61,20.6,No_Failure,0
ECU_SENS_02011,302.63,311.38,1408.5,40.68,21.8,No_Failure,0
ECU_SENS_02012,300.4,311.0,1457.4,19.8,221.6,Power_Failure,1
ECU_SENS_02013,304.15,315.03,1888.5,54.42,165.4,Power_Failure,1
ECU_SENS_02014,298.62,308.17,1380.2,34.88,30.5,No_Failure,0
ECU_SENS_02015,303.47,313.0,1431.0,40.56,85.6,No_Failure,0
ECU_SENS_02016,300.4,310.66,1503.5,36.9,142.2,No_Failure,0
ECU_SENS_02017,298.7,308.26,1681.3,51.46,200.5,Power_Failure,1
ECU_SENS_02018,299.03,308.97,1567.4,12.0,10.5,Power_Failure,1
ECU_SENS_02019,299.36,311.46,1297.3,39.83,56.8,No_Failure,0
ECU_SENS_02020,300.85,310.6,1434.2,38.94,213.5,Tool_Wear_Failure,1
ECU_SENS_02021,301.05,310.69,1420.7,35.46,2.2,No_Failure,0
ECU_SENS_02022,298.85,308.21,1516.1,57.26,48.3,Power_Failure,1
ECU_SENS_02023,299.95,310.7,1606.7,31.13,230.2,No_Failure,0
ECU_SENS_02024,304.28,314.1,1605.3,47.72,147.2,No_Failure,0
ECU_SENS_02025,303.46,312.81,1210.3,43.56,62.8,No_Failure,0
