car_name,model_year,age_years,present_price_lakhs,kms_driven,fuel_type,seller_type,transmission,owner_count,selling_price_lakhs
Hyundai i20,2023,1,8.13,10512,Petrol,Dealer,Manual,0,7.14
Toyota Fortuner,2021,3,35.44,30281,Diesel,Dealer,Automatic,0,26.05
Toyota Innova Crysta,2011,13,28.15,115141,Diesel,Dealer,Manual,0,4.93
Hyundai Creta,2016,8,16.52,77839,Diesel,Dealer,Automatic,1,6.12
Hyundai Creta,2013,11,13.69,135944,Diesel,Dealer,Automatic,0,2.89
Hyundai i20,2021,3,8.4,24984,Petrol,Dealer,Manual,0,5.79
Honda City,2020,4,11.67,36342,Petrol,Individual,Automatic,0,6.05
Honda City,2017,7,14.0,69207,Petrol,Individual,Automatic,0,4.62
Tata Nexon,2020,4,12.55,56076,Diesel,Dealer,Manual,1,7.09
Hyundai i20,2012,12,8.48,142699,Petrol,Dealer,Manual,2,1.2
Maruti Swift,2012,12,7.71,115200,Petrol,Individual,Manual,1,1.2
Honda City,2023,1,15.19,5717,Diesel,Individual,Automatic,0,13.4
Mahindra XUV700,2014,10,21.23,85978,Diesel,Dealer,Automatic,1,5.8
Maruti Baleno,2011,13,7.78,176849,Petrol,Dealer,Manual,0,1.25
Maruti Swift,2013,11,7.6,152844,Petrol,Dealer,Manual,1,1.35
Toyota Innova Crysta,2023,1,23.86,10133,Diesel,Individual,Manual,0,20.12
Mahindra XUV700,2019,5,17.45,60868,Diesel,Dealer,Automatic,1,8.44
Mahindra XUV700,2017,7,21.19,104841,Diesel,Dealer,Automatic,0,8.29
Hyundai i20,2017,7,9.58,67718,Petrol,Dealer,Manual,0,3.52
Tata Nexon,2023,1,12.36,12055,Diesel,Individual,Manual,0,10.63
Toyota Innova Crysta,2023,1,21.41,13662,Diesel,Dealer,Automatic,0,19.98
Honda City,2021,3,16.53,32990,Petrol,Individual,Automatic,0,10.49
Hyundai i20,2014,10,9.4,101698,Petrol,Individual,Manual,1,1.64
Honda City,2012,12,13.77,148833,Diesel,Individual,Automatic,0,2.53
Hyundai i20,2014,10,9.77,115338,Petrol,Individual,Manual,0,1.41
Hyundai i20,2016,8,8.41,107238,Petrol,Individual,Automatic,0,2.98
Hyundai i20,2021,3,9.46,25287,Petrol,Dealer,Manual,0,5.91
Tata Nexon,2021,3,12.54,33789,Diesel,Individual,Manual,0,7.92
Hyundai i20,2013,11,8.4,141011,Petrol,Dealer,Manual,1,1.2
Tata Harrier,2011,13,18.83,179582,Diesel,Individual,Automatic,1,3.06
Maruti Baleno,2022,2,9.59,20806,Petrol,Dealer,Manual,0,7.65
Honda City,2018,6,12.49,55853,Petrol,Dealer,Automatic,0,5.31
Maruti Swift,2022,2,7.59,28254,Petrol,Dealer,Manual,0,5.83
Toyota Fortuner,2023,1,40.21,17336,Diesel,Dealer,Automatic,0,37.83
Toyota Innova Crysta,2015,9,27.04,110285,Diesel,Dealer,Manual,1,6.71
Hyundai Creta,2015,9,16.56,126551,Diesel,Dealer,Automatic,1,4.23
Tata Nexon,2021,3,14.23,38097,CNG,Dealer,Manual,0,9.56
Maruti Swift,2014,10,7.98,121593,Petrol,Dealer,Manual,0,1.73
Mahindra XUV700,2016,8,22.52,72770,CNG,Dealer,Automatic,0,7.8
Tata Harrier,2013,11,18.97,129279,Diesel,Dealer,Manual,1,3.5
Hyundai Creta,2019,5,15.96,42815,Diesel,Individual,Automatic,1,7.87
Toyota Fortuner,2015,9,37.63,105715,Diesel,Individual,Automatic,0,10.92
Maruti Swift,2013,11,8.56,137781,Petrol,Dealer,Manual,1,1.2
Hyundai Creta,2021,3,15.41,32514,Diesel,Dealer,Automatic,0,11.13
Maruti Swift,2011,13,7.65,164367,Petrol,Dealer,Automatic,0,1.43
Tata Harrier,2020,4,20.38,47728,CNG,Dealer,Automatic,1,9.77
Toyota Fortuner,2022,2,39.38,19891,Diesel,Individual,Automatic,0,31.24
Mahindra XUV700,2016,8,20.82,105973,Diesel,Dealer,Automatic,1,5.73
Hyundai i20,2012,12,10.23,136235,Petrol,Dealer,Manual,2,1.2
Honda City,2023,1,13.78,10195,Petrol,Dealer,Automatic,0,13.0
Mahindra XUV700,2013,11,18.96,128731,Diesel,Dealer,Automatic,1,3.74
Hyundai i20,2011,13,7.76,153700,Petrol,Dealer,Manual,1,1.2
Tata Nexon,2019,5,12.18,71091,Diesel,Dealer,Manual,1,4.63
Maruti Baleno,2018,6,7.24,69372,Petrol,Dealer,Manual,1,2.45
Toyota Innova Crysta,2022,2,24.29,27888,Diesel,Dealer,Manual,0,19.17
Toyota Innova Crysta,2012,12,25.42,119338,Diesel,Dealer,Manual,0,5.47
Honda City,2022,2,16.16,24639,Petrol,Dealer,Automatic,0,12.07
Toyota Fortuner,2021,3,42.38,32611,Diesel,Dealer,Automatic,0,30.36
Tata Harrier,2018,6,19.58,69064,Diesel,Dealer,Automatic,0,9.15
Toyota Fortuner,2022,2,33.94,21450,Diesel,Dealer,Automatic,0,28.3
Tata Harrier,2019,5,17.43,79143,Diesel,Individual,Automatic,0,8.41
Toyota Fortuner,2011,13,36.71,148738,Diesel,Individual,Automatic,1,5.22
Maruti Baleno,2023,1,7.61,10743,Petrol,Dealer,Manual,0,6.93
Tata Nexon,2015,9,13.01,127873,Diesel,Dealer,Manual,0,3.31
Tata Nexon,2018,6,11.23,70874,Diesel,Individual,Manual,0,4.56
Hyundai i20,2021,3,9.15,43813,Petrol,Dealer,Manual,0,6.21
Hyundai Creta,2012,12,18.77,135079,Diesel,Dealer,Automatic,1,3.37
Tata Nexon,2014,10,10.95,104117,Diesel,Individual,Manual,0,3.02
Tata Nexon,2017,7,11.42,101097,Diesel,Individual,Manual,0,3.65
Mahindra XUV700,2013,11,20.35,128305,Diesel,Individual,Automatic,0,4.52
Mahindra XUV700,2023,1,20.66,7726,CNG,Dealer,Manual,0,18.58
Hyundai i20,2022,2,9.66,19614,Petrol,Individual,Manual,0,6.75
Hyundai Creta,2015,9,16.75,83286,Diesel,Dealer,Automatic,0,5.66
Honda City,2018,6,14.66,67469,Petrol,Dealer,Automatic,2,4.43
Mahindra XUV700,2022,2,20.65,15268,Diesel,Dealer,Manual,0,16.6
Honda City,2020,4,15.58,54043,Petrol,Dealer,Automatic,0,8.36
Maruti Swift,2013,11,7.5,158462,Petrol,Dealer,Manual,0,1.2
Mahindra XUV700,2014,10,22.04,119315,Diesel,Dealer,Automatic,1,5.49
Maruti Baleno,2019,5,7.82,68689,Petrol,Individual,Manual,0,2.99
Hyundai Creta,2017,7,15.36,96609,Diesel,Dealer,Automatic,0,6.2
Hyundai i20,2011,13,10.27,140344,Petrol,Dealer,Manual,0,1.64
Maruti Swift,2022,2,7.17,18425,Petrol,Individual,Manual,0,5.03
Hyundai Creta,2014,10,16.27,119410,Diesel,Dealer,Automatic,0,4.18
Maruti Baleno,2014,10,7.88,132567,Petrol,Dealer,Automatic,0,1.68
Hyundai Creta,2019,5,15.92,43028,Diesel,Dealer,Automatic,1,7.96
Maruti Baleno,2016,8,7.7,108381,Petrol,Individual,Manual,0,2.42
Maruti Baleno,2019,5,8.32,60751,Diesel,Individual,Manual,0,4.39
Honda City,2022,2,13.15,21373,Petrol,Dealer,Automatic,0,10.01
Toyota Fortuner,2016,8,34.08,75703,Diesel,Dealer,Automatic,0,13.61
Maruti Swift,2016,8,8.66,93194,Petrol,Individual,Manual,0,2.43
Hyundai Creta,2015,9,15.22,106744,Diesel,Dealer,Automatic,0,4.58
Tata Harrier,2015,9,19.31,99832,CNG,Individual,Automatic,0,4.73
Maruti Swift,2012,12,8.31,175454,CNG,Individual,Manual,0,1.75
Toyota Fortuner,2018,6,41.69,64104,Diesel,Dealer,Automatic,0,19.81
Maruti Swift,2018,6,7.1,85031,Petrol,Dealer,Manual,0,2.41
Tata Nexon,2021,3,12.35,36136,Diesel,Dealer,Manual,0,8.2
Tata Harrier,2023,1,20.59,9661,Diesel,Individual,Automatic,0,18.18
Toyota Fortuner,2011,13,42.18,126515,Diesel,Individual,Manual,0,7.32
Honda City,2018,6,11.86,61545,Petrol,Dealer,Automatic,0,5.22
Hyundai Creta,2015,9,17.14,93517,Diesel,Dealer,Automatic,1,5.02
Toyota Innova Crysta,2012,12,21.08,152511,Diesel,Individual,Manual,1,3.9
Toyota Fortuner,2012,12,37.22,126327,Diesel,Dealer,Manual,1,6.69
Hyundai i20,2016,8,8.78,100290,Petrol,Individual,Manual,0,2.28
Hyundai Creta,2021,3,17.18,30665,Diesel,Dealer,Manual,0,12.25
Toyota Fortuner,2023,1,40.72,7122,Diesel,Individual,Manual,0,34.3
Tata Nexon,2019,5,10.34,68721,Diesel,Individual,Manual,1,3.99
Toyota Innova Crysta,2011,13,28.27,124193,Petrol,Dealer,Manual,0,3.96
Tata Nexon,2022,2,9.43,17505,Diesel,Individual,Manual,0,7.67
Toyota Innova Crysta,2016,8,24.47,82912,Diesel,Dealer,Manual,0,8.61
Hyundai i20,2019,5,8.89,71660,Petrol,Individual,Manual,0,4.11
Hyundai Creta,2018,6,15.26,93761,Diesel,Individual,Automatic,1,5.05
Honda City,2021,3,14.45,43991,Petrol,Dealer,Manual,0,8.86
Tata Nexon,2016,8,12.61,90709,Diesel,Dealer,Manual,2,3.23
Tata Nexon,2013,11,12.98,105514,Diesel,Individual,Manual,0,3.25
Maruti Baleno,2018,6,7.97,75901,Petrol,Dealer,Manual,0,3.09
Toyota Innova Crysta,2019,5,20.97,44699,Diesel,Dealer,Manual,0,11.03
Mahindra XUV700,2011,13,19.64,165020,CNG,Dealer,Automatic,0,2.17
Hyundai Creta,2022,2,16.76,19292,Diesel,Individual,Automatic,0,13.62
Toyota Innova Crysta,2019,5,26.54,68721,Diesel,Dealer,Automatic,0,13.62
Maruti Baleno,2016,8,7.91,75796,Petrol,Dealer,Manual,1,2.62
Maruti Swift,2016,8,7.4,112968,Petrol,Dealer,Manual,1,1.2
Toyota Innova Crysta,2022,2,24.31,25193,Diesel,Dealer,Manual,0,18.72
Honda City,2014,10,13.09,107973,Petrol,Individual,Automatic,0,2.95
Hyundai Creta,2011,13,16.85,123790,Diesel,Dealer,Manual,1,3.35
Maruti Baleno,2020,4,8.42,49261,Petrol,Dealer,Manual,2,3.46
Maruti Swift,2018,6,7.12,79775,Petrol,Dealer,Manual,0,3.13
Tata Harrier,2012,12,17.02,138102,Diesel,Dealer,Manual,0,3.21
Maruti Baleno,2022,2,7.65,27341,Petrol,Individual,Manual,0,4.97
Tata Harrier,2011,13,18.52,130844,Diesel,Dealer,Automatic,0,3.83
Hyundai Creta,2012,12,15.72,130814,Diesel,Dealer,Automatic,0,2.96
Tata Nexon,2011,13,13.14,151693,Diesel,Dealer,Automatic,0,2.62
Maruti Baleno,2011,13,9.21,148936,CNG,Individual,Manual,0,1.22
Hyundai i20,2019,5,8.22,70018,Petrol,Dealer,Manual,1,3.43
Tata Harrier,2023,1,20.11,17037,Diesel,Dealer,Automatic,0,18.75
Honda City,2011,13,13.01,155774,Petrol,Dealer,Manual,0,1.47
Hyundai i20,2023,1,10.07,18915,Petrol,Individual,Automatic,0,8.81
Toyota Fortuner,2014,10,32.8,112017,Diesel,Dealer,Automatic,1,7.89
Toyota Fortuner,2020,4,36.49,38122,Diesel,Individual,Automatic,0,22.15
Maruti Swift,2016,8,6.34,104391,Petrol,Individual,Manual,1,1.43
Tata Nexon,2017,7,11.99,102293,Diesel,Dealer,Manual,1,4.41
Hyundai Creta,2012,12,17.55,167491,Diesel,Dealer,Automatic,1,3.53
Maruti Baleno,2016,8,7.17,117415,Petrol,Dealer,Automatic,2,1.46
Mahindra XUV700,2017,7,21.12,96525,CNG,Individual,Automatic,1,5.98
Honda City,2020,4,14.76,42442,Petrol,Individual,Automatic,0,7.54
Tata Harrier,2020,4,19.45,48436,Diesel,Dealer,Automatic,0,12.9
Hyundai Creta,2012,12,17.78,145577,Diesel,Individual,Automatic,1,3.05
Hyundai i20,2012,12,8.8,118359,Petrol,Individual,Manual,0,1.3
Toyota Fortuner,2020,4,39.9,59000,Diesel,Dealer,Automatic,0,24.08
Honda City,2017,7,14.2,82781,CNG,Individual,Automatic,2,3.57
Mahindra XUV700,2022,2,22.56,33477,Diesel,Dealer,Automatic,0,17.72
Maruti Baleno,2011,13,7.28,134952,Petrol,Dealer,Manual,1,1.2
Maruti Swift,2018,6,7.9,84257,Petrol,Individual,Manual,0,2.81
Mahindra XUV700,2021,3,22.94,44288,Diesel,Dealer,Automatic,0,15.67
Honda City,2023,1,14.93,8370,Petrol,Individual,Automatic,0,13.05
Mahindra XUV700,2013,11,20.73,121330,Petrol,Dealer,Automatic,0,3.6
Honda City,2021,3,14.09,31529,CNG,Individual,Automatic,0,9.06
Honda City,2016,8,13.33,111814,Petrol,Dealer,Automatic,0,3.5
Toyota Innova Crysta,2019,5,27.56,67692,Diesel,Dealer,Manual,0,13.83
Tata Harrier,2016,8,19.82,112961,Diesel,Individual,Automatic,0,5.91
Toyota Fortuner,2019,5,41.54,47569,Diesel,Dealer,Automatic,0,23.85
Toyota Innova Crysta,2017,7,23.7,91986,Diesel,Dealer,Automatic,0,8.1
Maruti Baleno,2019,5,8.05,49558,Petrol,Individual,Automatic,1,3.92
Toyota Innova Crysta,2012,12,27.34,109077,Petrol,Dealer,Manual,0,3.95
Tata Nexon,2022,2,12.83,15914,Diesel,Dealer,Manual,0,10.71
Tata Nexon,2018,6,11.28,70672,Diesel,Individual,Manual,0,4.86
Toyota Fortuner,2018,6,36.46,56975,Diesel,Individual,Automatic,1,15.42
Mahindra XUV700,2012,12,18.74,144358,Diesel,Dealer,Automatic,0,3.99
Tata Harrier,2022,2,17.44,24450,Diesel,Dealer,Automatic,0,14.36
Toyota Fortuner,2014,10,33.23,139034,Diesel,Individual,Automatic,1,7.06
Honda City,2021,3,12.61,44974,Petrol,Individual,Manual,0,7.7
Hyundai i20,2017,7,8.01,66051,Petrol,Dealer,Manual,0,3.05
Tata Harrier,2021,3,19.92,35762,Diesel,Individual,Automatic,0,13.89
Tata Harrier,2014,10,18.09,98388,Diesel,Dealer,Automatic,2,4.29
Honda City,2014,10,13.93,139202,Petrol,Dealer,Automatic,0,3.38
Honda City,2016,8,14.7,83652,CNG,Individual,Manual,0,4.43
Maruti Swift,2020,4,9.04,41466,Petrol,Dealer,Manual,0,5.17
Toyota Fortuner,2016,8,33.85,78096,Diesel,Dealer,Automatic,0,12.71
Honda City,2020,4,15.18,34377,Petrol,Dealer,Automatic,1,7.72
Tata Nexon,2013,11,12.44,111030,Diesel,Individual,Manual,1,2.44
Maruti Baleno,2019,5,7.73,55989,Petrol,Individual,Manual,2,2.44
Hyundai i20,2022,2,9.27,26775,Petrol,Dealer,Manual,0,7.24
Toyota Fortuner,2020,4,42.87,42481,Diesel,Individual,Automatic,0,25.55
Hyundai Creta,2021,3,16.58,37726,Diesel,Dealer,Automatic,0,12.15
Tata Nexon,2012,12,12.49,145577,Diesel,Dealer,Manual,1,2.54
Mahindra XUV700,2016,8,20.1,103971,Diesel,Individual,Automatic,0,5.96
Honda City,2022,2,15.55,21353,Petrol,Dealer,Automatic,0,13.32
Hyundai Creta,2017,7,15.23,66848,Diesel,Individual,Manual,1,5.26
Honda City,2022,2,13.06,19304,Petrol,Dealer,Automatic,0,10.83
Tata Harrier,2023,1,19.05,4000,Diesel,Dealer,Automatic,0,18.76
Tata Nexon,2019,5,13.36,73696,Diesel,Individual,Manual,0,5.83
Tata Harrier,2023,1,14.48,17751,Diesel,Dealer,Automatic,0,13.13
Maruti Swift,2013,11,6.68,157091,Petrol,Individual,Manual,1,1.33
Tata Harrier,2020,4,17.37,58035,Diesel,Dealer,Automatic,1,9.29
Maruti Swift,2013,11,6.46,109976,Petrol,Dealer,Manual,2,1.2
Maruti Swift,2017,7,8.11,99798,Petrol,Individual,Manual,1,2.23
Hyundai Creta,2014,10,16.0,90949,Diesel,Dealer,Automatic,1,4.12
Honda City,2023,1,13.65,13632,Petrol,Individual,Automatic,0,12.24
Mahindra XUV700,2018,6,19.38,55841,Diesel,Individual,Automatic,2,6.95
Tata Harrier,2023,1,22.21,18724,Diesel,Dealer,Automatic,0,21.31
Tata Nexon,2017,7,11.59,102393,Diesel,Individual,Manual,2,3.05
Maruti Swift,2015,9,7.99,105748,Petrol,Dealer,Manual,1,1.61
Honda City,2017,7,11.9,83765,Petrol,Individual,Automatic,0,3.78
Hyundai i20,2013,11,8.02,119050,Petrol,Dealer,Manual,0,1.2
Toyota Fortuner,2022,2,37.95,20156,Diesel,Individual,Automatic,0,30.07
Hyundai Creta,2012,12,17.06,137123,Diesel,Individual,Automatic,0,3.08
Mahindra XUV700,2016,8,19.33,84251,Diesel,Individual,Automatic,0,6.6
Toyota Innova Crysta,2012,12,24.48,137062,Petrol,Dealer,Manual,2,2.7
Hyundai Creta,2013,11,14.2,163497,Diesel,Dealer,Automatic,0,3.77
Hyundai i20,2016,8,8.9,84457,Petrol,Individual,Manual,0,2.48
Toyota Fortuner,2015,9,41.25,104838,Diesel,Dealer,Automatic,0,12.43
Hyundai i20,2018,6,9.68,72278,Petrol,Individual,Manual,1,2.33
Tata Harrier,2019,5,19.55,52963,Diesel,Dealer,Automatic,0,11.35
Maruti Swift,2021,3,7.04,30888,Petrol,Dealer,Automatic,0,5.5
Mahindra XUV700,2013,11,20.93,125451,Diesel,Individual,Automatic,0,5.0
Maruti Baleno,2022,2,7.11,20772,CNG,Dealer,Manual,0,5.14
Maruti Swift,2020,4,8.17,43794,CNG,Dealer,Manual,0,4.31
Maruti Baleno,2013,11,8.35,148264,Petrol,Dealer,Manual,0,1.85
Toyota Fortuner,2013,11,40.35,113991,Diesel,Individual,Automatic,0,9.29
Honda City,2023,1,14.69,16404,Petrol,Dealer,Automatic,0,14.19
Toyota Innova Crysta,2023,1,23.37,13633,Diesel,Individual,Manual,0,19.89
Tata Nexon,2016,8,11.93,98050,Petrol,Dealer,Manual,1,3.52
Maruti Swift,2011,13,7.52,131245,Petrol,Dealer,Manual,0,1.2
Mahindra XUV700,2017,7,19.49,91998,CNG,Dealer,Automatic,1,5.92
Hyundai i20,2022,2,8.64,20281,Petrol,Dealer,Manual,0,6.47
Mahindra XUV700,2011,13,22.78,169041,Diesel,Individual,Automatic,0,4.32
Toyota Fortuner,2015,9,34.28,132131,Diesel,Individual,Automatic,1,7.46
Maruti Baleno,2020,4,8.37,53216,Petrol,Dealer,Automatic,1,4.51
Hyundai i20,2023,1,8.07,7129,Petrol,Dealer,Manual,0,7.32
Tata Nexon,2018,6,13.72,57403,Diesel,Individual,Manual,1,5.87
Tata Nexon,2014,10,12.39,101066,Diesel,Individual,Manual,0,3.09
Maruti Swift,2015,9,6.37,114603,Petrol,Dealer,Manual,0,1.69
Toyota Fortuner,2014,10,38.21,153045,Diesel,Dealer,Manual,0,9.11
Honda City,2022,2,11.47,22608,Petrol,Dealer,Manual,0,8.16
Toyota Fortuner,2022,2,36.5,24576,Diesel,Individual,Automatic,0,27.81
Maruti Baleno,2014,10,7.95,90297,Petrol,Dealer,Manual,0,1.82
Mahindra XUV700,2022,2,22.32,27260,Diesel,Individual,Automatic,0,17.13
Tata Nexon,2018,6,13.19,82606,Diesel,Dealer,Manual,0,6.07
Mahindra XUV700,2012,12,19.41,122080,Diesel,Dealer,Manual,0,3.46
Mahindra XUV700,2011,13,21.66,184359,Diesel,Dealer,Automatic,0,4.5
Mahindra XUV700,2013,11,21.87,116588,Diesel,Dealer,Automatic,1,5.32
Tata Nexon,2019,5,11.07,73998,Diesel,Dealer,Manual,0,5.76
Hyundai Creta,2014,10,13.42,125824,Diesel,Individual,Automatic,0,3.21
Tata Harrier,2020,4,21.86,43320,Diesel,Dealer,Automatic,0,12.93
Maruti Baleno,2015,9,7.89,132974,Petrol,Individual,Manual,0,1.2
Hyundai Creta,2012,12,14.42,151540,Diesel,Individual,Manual,0,3.06
Maruti Baleno,2014,10,7.65,105950,Petrol,Dealer,Manual,0,1.2
Hyundai i20,2012,12,8.18,135902,Petrol,Individual,Manual,0,1.2
Toyota Fortuner,2012,12,39.79,162878,Diesel,Dealer,Automatic,0,7.73
Toyota Fortuner,2014,10,36.39,106575,Diesel,Dealer,Automatic,0,10.08
Toyota Innova Crysta,2016,8,23.49,120993,Diesel,Dealer,Manual,0,7.6
Toyota Fortuner,2017,7,40.25,104695,CNG,Individual,Automatic,1,10.74
Tata Nexon,2020,4,11.77,48357,Diesel,Dealer,Manual,0,6.97
Honda City,2013,11,15.62,144291,Diesel,Dealer,Automatic,0,3.41
Maruti Swift,2013,11,7.42,138884,Petrol,Dealer,Manual,1,1.2
Toyota Innova Crysta,2020,4,22.95,59850,Diesel,Dealer,Manual,0,12.93
Maruti Swift,2016,8,7.8,78864,Petrol,Dealer,Manual,1,2.29
Maruti Baleno,2023,1,7.33,17692,Petrol,Individual,Manual,0,5.69
Maruti Swift,2022,2,7.19,22477,Petrol,Dealer,Manual,0,5.23
Maruti Swift,2013,11,8.31,128313,Petrol,Individual,Manual,1,1.2
Toyota Innova Crysta,2023,1,26.53,17914,Diesel,Individual,Manual,0,21.87
Hyundai i20,2012,12,8.38,158338,CNG,Individual,Manual,1,1.93
Mahindra XUV700,2018,6,22.4,58013,Diesel,Dealer,Automatic,0,10.93
Toyota Fortuner,2015,9,41.35,113221,Diesel,Dealer,Automatic,0,12.57
Toyota Fortuner,2011,13,35.05,185454,Diesel,Dealer,Manual,0,6.26
Tata Nexon,2013,11,14.5,132030,Diesel,Dealer,Manual,1,2.02
Toyota Innova Crysta,2020,4,22.5,43402,Diesel,Dealer,Manual,1,11.72
Tata Nexon,2018,6,11.03,68672,Diesel,Dealer,Manual,1,4.42
Honda City,2014,10,15.2,143347,Petrol,Dealer,Automatic,0,3.15
Honda City,2017,7,13.78,93758,Petrol,Individual,Automatic,0,4.72
Tata Nexon,2020,4,12.87,37075,CNG,Dealer,Manual,1,6.21
Toyota Innova Crysta,2022,2,25.71,32058,CNG,Individual,Manual,0,17.28
Tata Nexon,2012,12,9.79,147189,Diesel,Dealer,Manual,2,1.89
Toyota Fortuner,2017,7,39.31,81339,Diesel,Individual,Automatic,0,15.47
Hyundai Creta,2015,9,15.71,84636,Diesel,Individual,Automatic,0,5.38
Tata Harrier,2015,9,17.29,110340,Diesel,Dealer,Automatic,1,5.04
Maruti Swift,2016,8,9.28,83972,Petrol,Individual,Manual,2,1.85
Tata Harrier,2023,1,20.78,10509,Diesel,Dealer,Automatic,0,19.77
Toyota Innova Crysta,2019,5,21.22,45861,Diesel,Dealer,Manual,0,10.92
Tata Harrier,2016,8,17.99,103312,Diesel,Individual,Automatic,1,5.12
Honda City,2022,2,14.56,17228,Petrol,Individual,Automatic,0,11.29
Maruti Baleno,2023,1,7.39,20457,Petrol,Individual,Manual,0,5.61
Maruti Swift,2018,6,7.86,71297,Petrol,Individual,Manual,0,3.43
Mahindra XUV700,2017,7,22.38,93416,Diesel,Dealer,Automatic,1,7.68
Toyota Innova Crysta,2019,5,22.66,75272,Diesel,Individual,Manual,0,9.86
Maruti Swift,2014,10,8.14,119757,CNG,Dealer,Manual,1,1.69
Tata Harrier,2012,12,18.56,160671,Diesel,Dealer,Automatic,1,3.35
Honda City,2017,7,12.82,75172,Petrol,Individual,Automatic,1,4.27
Hyundai i20,2016,8,9.0,95555,Petrol,Dealer,Manual,0,3.03
Hyundai Creta,2011,13,16.28,182003,Diesel,Dealer,Automatic,1,2.56
Mahindra XUV700,2021,3,23.58,38350,Diesel,Individual,Automatic,0,15.8
Hyundai Creta,2019,5,16.91,63529,Diesel,Dealer,Automatic,0,9.35
Maruti Swift,2019,5,7.35,52590,Petrol,Dealer,Manual,0,3.5
Honda City,2022,2,15.74,31582,Petrol,Individual,Automatic,0,11.87
Honda City,2012,12,13.62,148503,Petrol,Dealer,Automatic,0,2.42
Tata Harrier,2013,11,18.63,121018,Diesel,Dealer,Automatic,0,4.24
Toyota Fortuner,2015,9,34.91,124111,Diesel,Dealer,Automatic,0,10.4
Tata Harrier,2015,9,17.77,123479,Diesel,Dealer,Manual,0,5.27
Toyota Fortuner,2011,13,38.76,192350,Diesel,Dealer,Automatic,1,6.72
Toyota Fortuner,2018,6,38.65,73925,Diesel,Dealer,Automatic,0,18.82
Mahindra XUV700,2022,2,20.6,22495,Diesel,Individual,Automatic,0,15.81
Tata Harrier,2018,6,18.14,80410,Diesel,Individual,Automatic,1,7.02
Hyundai i20,2014,10,8.68,115203,Petrol,Dealer,Manual,0,2.33
Tata Nexon,2023,1,11.65,9600,Diesel,Dealer,Automatic,0,10.72
Tata Nexon,2017,7,12.93,84725,Diesel,Dealer,Manual,2,3.62
Tata Harrier,2021,3,20.07,39640,Diesel,Dealer,Automatic,0,14.58
Tata Harrier,2020,4,16.31,46069,CNG,Individual,Automatic,0,8.55
Hyundai Creta,2013,11,15.26,137043,Diesel,Individual,Automatic,0,2.98
Mahindra XUV700,2016,8,19.57,68036,Petrol,Individual,Automatic,1,5.47
Tata Harrier,2020,4,18.13,36536,Diesel,Dealer,Automatic,0,12.24
Hyundai Creta,2023,1,14.38,12499,Diesel,Dealer,Automatic,0,13.56
Toyota Fortuner,2020,4,36.3,43086,Diesel,Dealer,Automatic,0,22.76
Honda City,2022,2,15.12,20337,Petrol,Individual,Automatic,0,11.47
Honda City,2019,5,13.37,56971,Petrol,Dealer,Manual,0,6.28
Toyota Fortuner,2011,13,37.25,141431,Diesel,Dealer,Automatic,2,5.86
Toyota Innova Crysta,2015,9,26.62,87328,Diesel,Individual,Automatic,1,7.51
Hyundai Creta,2014,10,13.87,118927,Diesel,Dealer,Automatic,0,3.36
Hyundai Creta,2018,6,15.29,79356,Diesel,Dealer,Automatic,1,6.49
Toyota Fortuner,2021,3,37.24,30869,Diesel,Dealer,Automatic,0,27.2
Hyundai i20,2022,2,9.02,27174,Petrol,Dealer,Manual,0,6.98
Maruti Baleno,2011,13,7.87,119549,Petrol,Dealer,Manual,0,1.2
